term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
a,-0.08861767,-0.0038092912,0.0054032463,-0.023265868,0.12300699,0.026336996,-0.044932522,-0.07263928,0.12375592,0.11700369,0.0045407596,0.036684986,0.10890081,-0.11353141,-0.07469802,0.006551398,-0.040032253,0.014464573,-0.062447816,0.08626586,-0.046065178,-0.15936854,-0.07688964,0.009575962,-0.10254393,0.0999818,0.02580796,0.02996744,-0.041268896,-0.072556555,-0.0009183683,0.013625176,-0.048099898,-0.05658613,0.09720794,0.018753858,-0.09420042,-0.057455365,0.013429177,0.014081712,-0.13801649,-0.001196047,-0.10017266,-0.11968799,0.025311815,-0.04939917,0.16189563,0.06411207,-0.038239136,0.061498176,-0.02166018,0.15297686,0.007971203,-0.027839877,0.018358275,0.036119185,0.028745787,0.05337635,-0.0011272844,0.018354578,-0.0812007,-0.00623535,0.07246859,-0.00061800226,0.06367312,0.058104053,-0.0002948525,0.031895623,-0.0103811305,0.053243857,-0.017911868,-0.06533045,-0.0022801368,-0.07644398,-0.01488003,-0.08365776,0.0819992,0.06919403,-0.021216482,-0.020141639,-0.07983247,-0.039827365,-0.020492723,0.044071548,-0.08744788,-0.031792074,0.07593762,-0.0583215,-0.013164879,0.02928158,0.010122241,-0.0836993,-0.007161861,-0.08729629,-0.12545022,-0.034807444,-0.010839494,-0.084641874,0.07397687,-0.07148683,-0.025067983,-0.12516859,-0.010848846,-0.039078977,-0.003885747,-0.02562862,-0.079540186,-0.049628135,0.013358147,-0.014026644,-0.029408854,-0.006031907,-0.018467594,0.04533388,0.031609446,-0.08603149,-0.06811293,-0.10980843,-0.03517125,0.08756405,0.025947098,-0.05961685,0.10146113,-0.07656604,0.061338022,-0.011674993,-0.009801171,-0.083058864,0.06375587,0.09103577,-0.08907017,0.034173798,0.0319433,-0.01825684,0.03462766,-0.026191663,0.002476855,0.09487879,-0.0048519033,-0.06604107,0.037167214,0.06317959,0.084351726,0.063692585,-0.085290596,0.048532866,-0.07101874,0.124640055,0.042885404,-0.031590044,-0.030524913,0.13776825,-0.06470676,0.060279343,0.002202793,-0.06372667,-0.019672498,0.080761366,-0.08288421,0.002712152,-0.013224401,-0.017102236,-0.11213317,-0.05060865,0.027405435,0.05188519,0.057687867,-0.123116925,-0.078280054,0.04363405,0.090947755,-0.035718534,-0.112815976,-0.018602958,-0.13325477,-0.04156734,-0.00081966503,0.012071599,0.07650176,-0.07835639,-0.072120905,0.11829119,0.020371197,0.05392851,0.07116235,-0.010395161,-0.041829936,-0.049791098,-0.0145185655,0.024388604,-0.0771926,-0.07757344,0.022556748,0.0013589159,0.06382418,-0.024495143,-0.064143695,0.08167857,-0.098472886,0.07172296,-0.08474328,0.10897242,-0.020353677,0.18111043,0.003439836,0.07437736,-0.08955072,0.003834593,-0.004637068,-0.005176187,-0.018766737,-0.080851294,-0.016120518,-0.1002269,0.046486683,-0.02604939,0.022253722,0.05151765,-0.08252024,-0.016766082,-0.02675856,-0.05477889,0.025081312,-0.019437542,-0.074030824,0.047446556,0.012319616,-0.0038352688,-0.026963275,0.028561998,0.019280357,-0.056214407,-0.009100426,0.018142866,0.057536606,0.010946982,-0.01671563,-0.02644691,0.05016602,0.001393304,-0.04955129,0.046920054,0.045559123,-0.07485623,-0.022722866,0.01592379,0.08445928,0.03246534,0.04687049,-0.026161866,0.050115246,-0.036124177,0.020521352,-0.045952644,-0.051547565,-0.01026816
aberfoyle,-0.046969675,-0.066677146,0.0340205,0.05994238,0.056626346,-0.042943306,0.10002147,0.006361284,0.030267557,0.06293403,0.002534261,0.022157643,0.053463895,-0.0485742,0.03350655,0.13439007,0.011247793,0.033819236,-0.12961896,0.10568596,0.0007133187,-0.041472267,-0.043097008,-0.034256753,-0.106177725,0.008453826,-0.016747167,-0.01815033,-0.06496461,-0.050241027,-0.0018526867,-0.030815339,-0.07406686,0.03841261,-0.018193183,0.0959168,0.01730064,-0.07326857,0.020243645,0.009228645,-0.10968208,-0.005376252,-0.05372098,-0.053918995,0.07049531,0.011733249,-0.03065158,0.039197095,0.025686512,0.011866242,-0.019055955,0.017822942,0.050987676,0.024824357,-0.018771188,-0.031649355,0.076472014,-0.018527266,0.008926812,0.0698238,-0.06760298,-0.02855447,-0.07485954,0.06692578,0.037216958,-0.076914914,-0.048182696,0.07824759,-0.075035036,-0.038308468,0.036045555,-0.0075368825,-0.055466156,-0.14086026,-0.033338513,-0.052072864,0.00710543,-0.040532906,-0.048157685,0.062789254,-0.01364009,-0.025412533,0.03006003,0.19457689,0.03541281,0.026266607,0.12317558,-0.10796293,-0.024714781,0.003336994,-0.018428624,-0.13902713,0.06940382,-0.03314641,0.10514802,0.09435016,-0.13884923,-0.05777305,0.056958094,-0.021403674,-0.10683599,0.03304949,-0.00050773745,0.058290683,0.018945929,-0.017507445,-0.06861849,-0.056720387,-0.063722946,-0.12712006,-0.0075390376,-0.028746476,-0.013128753,0.060301702,-0.018817551,0.05737656,-0.010833591,0.023956392,-0.021715773,0.11188747,0.053296216,-0.08416301,0.10638061,-0.037343405,-0.0009218716,-0.03552618,0.08133029,-0.04572125,0.08934568,0.013654782,0.10740748,-0.036046594,0.007331686,-0.07056359,-0.045927584,-0.029884316,-0.014256812,0.07686078,0.053563796,-0.028590897,0.052517693,-0.062258642,0.0065208245,0.06866028,-0.15134335,0.09668338,0.061374106,0.1150675,0.046282534,0.06503853,0.016575312,-0.024301993,0.055110406,0.03086855,-0.072328195,0.07777331,0.07427454,0.03582686,-0.079435565,0.051992178,0.031282723,0.05596475,0.052209646,-0.106956206,0.06456823,0.017171256,0.058132894,0.026675267,0.057410102,0.054510303,-0.020538623,-0.10118671,-0.005018566,0.024269583,-0.08706133,-0.044567898,-0.08124429,-0.023117408,0.10844938,-0.0033974086,-0.0010886618,0.0017902878,-0.008513473,-0.02590832,0.09268234,0.032599427,-0.16698228,-0.081319,-0.07183676,-0.110640936,0.054425504,-0.06805246,0.035394568,-0.06840723,-0.0053221183,-0.002541146,0.07173668,-0.08586351,-0.06320798,0.014852114,-0.110314004,-0.024851933,0.022679798,0.012183194,0.045018956,-0.017496444,-0.1365679,-0.019706398,-0.022010261,0.017941732,-0.017048256,0.025310276,0.089548536,0.01599621,0.0625841,-0.071111865,0.034591887,0.14619939,-0.11232195,0.006129447,-0.056637052,0.04172058,0.07914508,-0.049549982,0.060213078,-0.07232684,0.06687907,0.020940563,-0.09301285,0.06281639,0.032345604,-0.11058756,-0.005520177,0.024034942,-0.012828061,-0.008995431,0.044066634,0.015218268,-0.048980776,-0.04222487,-0.018998913,-0.00024991442,-0.028290432,0.09830296,0.012597033,0.006569079,0.06993166,0.0700466,-0.05382242,-0.028885666,-0.09348835,0.05808458,-0.05049755,-0.016344238,-0.13004546,-0.032291193
able,-0.04933851,-0.13608213,0.085635126,0.005876859,-0.04434328,-0.09326964,-0.03503677,-0.060746472,-0.04459262,-0.119813845,-0.081405856,0.0022136883,-0.037502468,-0.056189857,-0.051683426,0.0080903955,0.06703599,-0.065885074,0.0855715,-0.004326654,-0.03713241,-0.034416467,-0.020323135,0.09502094,-0.08053441,0.060496066,-0.09004224,-0.0057277763,0.03669692,-0.0058330013,0.08569118,-0.04181932,-0.113405146,-0.053048164,-0.004400788,0.046518844,0.023491079,-0.011968378,-0.033519033,0.0113782175,-0.0726568,-0.02284361,0.085953645,-0.035145085,-0.021786217,-0.057881575,0.09613505,-0.051842388,0.0017401082,-0.15958123,0.1455086,-0.073288456,-0.07614523,-0.039389208,-0.013509899,-0.11117259,-0.004066267,0.05511976,0.03891175,-0.011466919,0.04104105,0.05629032,-0.023119312,0.086610235,0.08831275,0.084351994,0.0012673727,0.052248955,-0.036879104,0.10140324,0.014587789,0.0059763435,-0.024191301,-0.07620245,-0.08222489,-0.03710009,-0.15542929,-0.058670335,0.027217338,0.059444536,0.045451168,-0.059480064,-0.013317398,0.08465902,0.067928694,0.008703908,-0.028053066,0.0011045779,0.017961958,0.038892735,0.02376123,0.06805267,0.10000389,-0.038129374,0.009951558,0.056578815,0.017487444,-0.011975991,-0.019985741,0.029215585,-0.03775982,0.05132425,-0.0033322824,0.044208225,0.010488936,-0.05278834,-0.039915215,-0.014620597,-0.007278454,0.0037715386,0.06283027,-0.04252212,-0.050858553,0.010448925,-0.015161643,0.0038818386,0.056622196,-0.082908526,0.019783635,-0.008362224,-0.06445665,-0.14969434,-0.030733032,-0.03835587,0.016105628,-0.027194742,-0.0105516,-0.1572009,-0.001081761,-0.029142117,-0.01249436,-0.09764709,0.010334985,-0.038336292,0.05262393,-0.08490649,-0.06368392,0.0059979004,0.015777469,-0.013349558,0.0051388126,0.08801221,0.038329612,-0.056797866,0.015768133,-0.017946178,0.0043129185,0.0057337,-0.010216976,-0.06404618,-0.050668523,0.12081491,0.073996976,-0.039118037,-0.012271394,-0.012996955,0.010862998,-0.06111757,-0.04207383,0.0850171,-0.078320384,-0.0049660713,-0.060581677,0.017405357,0.028521251,-0.115389936,-0.06359721,-0.00033168847,-0.08860437,0.09405966,-0.014863408,0.09855997,0.00838822,0.008969091,-0.025642093,0.1343526,-0.08952084,0.06456806,-0.048050243,0.059655625,-0.0023938776,-0.02200747,0.09563445,0.055469688,0.044646252,0.03490082,-0.13540915,0.034355137,-0.13414982,-0.008509439,0.062118374,0.040505398,0.014789784,-0.0050554695,0.0693426,-0.07007475,-0.013823608,-0.07073711,-0.03703647,-0.07755844,-0.005609604,-0.028944492,0.030644612,0.0050199805,-0.078894444,-0.04915854,0.09083684,0.023895461,-0.017396359,-0.020878227,-0.009867451,0.05069881,-0.020113593,0.12999721,-0.023779524,-0.051315933,0.12527223,-0.009500508,-0.0033468225,0.06763137,0.15414582,0.00093662296,0.110306874,0.12849407,0.0034572298,-0.060589198,-0.013335535,-0.007526053,0.026912756,0.055777356,-0.19149745,0.05110774,-0.0324309,0.06310659,0.045239635,0.09828566,0.018733867,-0.006630163,-0.15250637,-0.024714751,-0.045501124,0.03199706,-0.12057134,-0.03441268,0.00824052,-0.0470198,0.05218833,0.058889303,0.04562612,-0.03812062,-0.15982264,0.08537278,0.011443722,-0.0013022965,-0.05901026,0.027122185
about,0.053294506,-0.030120943,0.049874794,-0.06855363,0.09604926,-0.033110783,-0.010016232,0.02977833,-0.075880915,0.022214986,-0.008447438,-0.019411096,0.13817954,-0.0382971,-0.048646457,0.048636384,0.061789975,0.008532522,-0.014857776,-0.015231721,-0.028726218,-0.077310964,-0.060318887,-0.04531335,-0.03749026,0.097998306,0.007069213,0.051613,-0.025529383,0.12366305,0.0039999746,0.0061283065,0.00089939934,0.016694311,-0.016547183,0.12578943,0.07793109,0.04491156,0.043433033,0.0036720843,-0.09180325,0.027635247,0.04710979,-0.078539334,0.0141924275,0.008937043,0.03706763,-0.07325002,-0.02756179,0.025868744,0.0863108,0.015201652,-0.044116884,0.031229058,0.04477387,-0.07569792,-0.08673083,-0.027961878,0.028631708,0.053405967,-0.05003801,0.10292748,-0.014613693,0.0328769,-0.04356443,0.05052165,0.06622428,-0.0320295,-0.031000996,0.071423315,0.017905721,-0.04004479,0.007639,-0.08626358,0.06726929,0.011056908,-0.029493207,0.043557584,0.021159638,0.053127788,-0.14405717,-0.050974265,0.11020286,0.07445243,0.07406678,-0.0020205902,-0.047156636,-0.013656543,0.025103932,-0.03604403,-0.021818027,0.005580774,0.052702628,0.11506877,0.042153917,0.10666836,-0.00802064,-0.012460365,-0.07351342,0.0373962,-0.07197946,0.091768235,0.026495554,0.013152876,0.1375454,-0.028449342,0.10296745,-0.006566477,0.008636159,-0.027661705,0.078695714,0.10442403,0.09976621,-0.009048826,-0.034807928,0.039110556,0.049421564,-0.048367072,0.18268164,0.113577604,-0.0013931624,-0.051346794,-0.022332733,-0.025669001,0.053704087,-0.0040344903,-0.03232408,-0.036005747,-0.0065702316,0.093017906,0.17683949,-0.02843852,0.039365005,-0.057112295,0.024164274,-0.09544638,-0.0073767905,-0.017013462,0.016508678,-0.009277526,-0.0015331046,0.048096787,0.15201266,-0.1096353,0.026318742,-0.052879438,-0.13205916,0.023997344,-0.0025514557,-0.08179401,-0.055721197,0.02353374,-0.14467245,0.030149309,0.015738178,0.037816815,-0.043783884,-0.08103444,-0.08330463,0.07955979,0.04930995,-0.0015926202,0.009578335,0.03482186,-0.053840186,-0.023577055,-0.1304967,-0.06380004,0.08839818,0.07907867,-0.027185826,0.13561627,-0.045633044,-0.1267703,-0.03778556,0.06141655,-0.028465016,-0.049441326,0.09641942,-0.088521816,-0.03846126,-0.037963614,-0.049892977,0.017820915,0.025932537,-0.007549057,-0.09322888,0.026242798,0.010356424,-0.011702524,0.013341711,-0.03368815,-0.005044662,0.025000544,-0.009548916,-0.042525716,-0.12934597,0.024349608,-0.07265934,-0.025111338,0.009245176,0.03846731,0.10409706,-0.03877561,0.029676782,-0.033625025,-0.020425104,-0.013454457,-0.1376411,-0.007092465,-0.032895297,-0.05118264,-0.02558125,0.062079757,-0.020277685,0.048071496,-0.06822362,-0.004803794,-0.046174537,0.028777607,0.015837532,0.057806674,-0.083806425,0.08905498,-0.014741554,-0.0984086,-0.14731188,0.08001056,-0.13100548,-0.0007461506,-0.071895964,0.09936016,0.07053416,0.03185132,-0.06083436,-0.008268755,-0.056541998,0.009996135,-0.08374995,-0.052527808,-0.038517132,-0.09193984,0.0026813198,0.010859225,-0.008860634,0.12202806,0.0012113967,-0.015889801,0.10553189,0.07516788,-0.015564571,0.05844098,-0.025345406,-0.064645514,-0.015627006,0.086130604
above,0.015297645,0.0063834507,0.016961759,-0.031733777,0.04685061,0.06975871,0.061661217,0.02344759,0.02234214,0.053634107,0.031851992,0.030850945,0.0933405,-0.032235686,0.03956285,0.054756347,0.12087527,0.07161747,-0.022786336,0.036953807,0.040859737,-0.026821114,-0.041708253,-0.09896288,-0.039500743,0.00020659194,0.023914032,-0.07101603,-0.11760757,0.038328227,-0.043934092,-0.043056324,-0.02526326,0.028074075,-0.07216624,0.034300033,0.013391718,-0.038871594,0.0852048,0.008085359,-0.023258438,0.04610963,0.03313999,-0.14770101,0.06953755,-0.018379053,-0.06313794,-0.043724086,-0.017834725,0.08268681,0.0084583,-0.016634503,0.013235068,0.046682846,0.038215593,0.08920414,-0.021505004,-0.051533766,-0.030320488,-0.0027673063,-0.06930581,-0.01440987,-0.10467136,0.031044897,-0.021781119,0.06472397,-0.035119887,0.08319613,-0.006689328,0.016081268,0.029366931,-0.013083888,-0.015156172,-0.021762356,0.012236372,-0.009262438,-0.061303176,0.07304089,-0.008899976,0.022416981,-0.06050566,0.008695254,0.06983901,0.14750214,-0.02531022,0.047166422,0.046324696,-0.022199484,0.09607369,0.0027895994,-0.042112257,-0.1368104,-0.08875808,0.081817,0.09955929,0.07169201,-0.07071944,-0.079092205,0.008478844,-0.0070832665,-0.021148143,-0.0009198253,-0.036503665,0.023694828,0.13047253,-0.04998598,0.052212358,-0.012620381,0.0064379214,-0.12089888,0.046409596,0.04148993,0.10678506,0.011222087,0.10213054,0.014072703,0.065528885,-0.043802727,0.073206976,0.025512028,-0.03873675,0.02443102,0.09219456,0.013481764,-0.03940352,-0.00029194012,-0.0300542,0.06553448,0.016155014,0.023047056,0.08314912,0.058090214,-0.0012888096,-0.06920143,0.0037876137,-0.057354264,0.00042136203,-0.035128333,0.06286676,-0.17447384,0.04037608,0.003515337,0.07197382,-0.041118246,-0.070666626,-0.05591259,-0.0016330389,-0.029198423,0.050355483,0.027865129,-0.016177054,-0.048390098,-0.10020141,0.0072974446,-0.03903901,0.0021593606,-0.015356749,0.07494229,-0.08521043,0.010350003,0.046474785,0.020449946,0.16161588,-0.04583882,0.03510149,0.01570261,0.02907765,0.058859047,0.15516548,0.102949224,-0.10886432,0.031148724,-0.12708654,-0.08387998,-0.09029777,-0.039492417,-0.03536582,-0.086696655,0.15465753,-0.07689557,-0.03466602,-0.04569947,-0.16407011,-0.030364953,-0.0051531317,-0.048662644,-0.065627955,0.041305464,-0.011034981,-0.052162252,0.026906352,-0.046221785,-0.042201128,-0.0301318,-0.07235802,-0.0456226,-0.079451546,0.030758917,-0.094786696,-0.034408744,-0.13296202,-0.009198653,0.10419109,-0.10747826,0.0051502413,0.03067579,-0.077085756,0.023461772,-0.12827021,-0.01415885,0.029598253,-0.042514067,0.1428414,0.01996181,0.07275626,-0.0395329,-0.026640154,0.09624747,-0.086794175,0.0046325605,-0.033582035,0.1584412,-0.04378505,-0.02999583,-0.06283736,-0.029626943,-0.03487841,0.09014648,-0.058038697,-0.03505269,0.06494244,0.03674852,0.038309596,-0.07667957,-0.04245003,-0.094567545,0.012237256,-0.019483244,-0.013722039,0.010136968,0.022393553,-0.054750245,0.026236763,0.15600032,-0.049754344,0.1019352,0.047871254,0.042202212,-0.017746298,0.0004870573,0.01822363,0.06778006,-0.015032725,-0.09980893,-0.027423708,0.08862111
absolutely,-0.04198791,-0.13781358,0.019269777,-0.03520648,0.06673385,-0.001028477,-0.07363405,-0.046280902,0.017938923,-0.029906465,-0.095796205,0.035052355,-0.009299413,-0.18153222,-0.067007,-0.036424678,0.12859102,-0.012162394,-0.03205327,-0.07273509,-0.029574025,-0.003542057,0.01992386,0.06750977,-0.048909497,0.032462567,0.050677016,0.018583706,0.02282906,-0.019617332,-0.031574152,-0.005438128,0.017795574,-0.012909698,-0.10457824,0.14364415,0.063856885,-0.03695835,0.047531072,-0.0042747543,-0.098013386,0.032651998,-0.03499579,-0.027819602,-0.030093912,0.04244572,0.05499682,-0.013292008,-0.099787064,0.015463494,0.08187385,0.037623312,0.010968421,0.08141456,-0.051141296,-0.10608048,0.03477385,-0.014735437,0.041976985,-0.025473492,0.032422036,0.09741304,0.0108129205,0.023572443,0.14212625,0.0637541,0.014408196,0.05972839,-0.046327785,0.118946224,0.091614954,0.036961515,-0.090667054,-0.08888475,0.020108981,-0.037140284,-0.25111392,0.017584993,-0.019775137,0.080194235,0.007356669,-0.0115456665,0.088302866,0.05535137,0.08259593,0.050731987,0.02742295,-0.06530472,-0.059050523,0.033336792,0.00913968,-0.020856973,-0.005954657,-0.030620456,0.042449787,0.029339364,0.04405882,-0.16279037,0.035022028,-0.066833965,0.032841682,0.059021976,-0.065907106,0.030644916,0.04111545,-0.1309486,-0.04396235,-0.09895877,-0.013299597,-0.059623707,-0.019779075,-0.009048259,0.057541028,-0.007915806,0.039598726,-0.10918918,0.053852145,-0.038350847,0.023028899,-0.024750877,0.0107898675,-0.1195751,-0.023088263,0.09077788,-0.0027747073,-0.0748311,0.03513017,-0.08564818,-0.04207987,0.021990007,0.046483465,0.00063174556,-0.029889943,-0.020438379,0.07316656,-0.0692492,-0.017252943,0.05217497,0.004655087,-0.07829854,0.012803483,0.07032103,0.07587466,-0.049843583,-0.007487522,-0.058772705,0.01420559,-0.041277446,0.009314285,0.07514083,-0.046171162,0.09895395,-0.038508315,-0.008224633,-0.03222883,0.010321655,0.090470485,-0.0010148486,-0.048052214,0.1431526,-0.12860729,-0.0026076394,-0.0016721288,-0.028329918,0.08794387,-0.036689375,-0.042301163,-0.013485207,-0.03381695,-0.035430424,0.030658355,0.072472565,0.02459399,0.039102245,-0.073480286,-0.006694996,-0.017666675,-0.050508995,0.0042410498,0.03010691,-0.022006053,-0.06445222,-0.011610212,0.16196461,0.06558864,0.007009317,-0.09343197,0.0036738229,-0.076958716,-0.039331414,0.065754026,-0.023501605,0.047278184,-0.07122596,0.034645878,-0.07755197,0.026648516,-0.12028827,0.020775244,-0.0055904817,-0.1472989,0.01413239,0.036141787,-0.11791769,-0.006953912,0.015127575,0.054135226,0.07807649,-0.031583328,-0.09447769,0.010315794,0.050839636,-0.046744887,0.11828295,-0.046857625,-0.0019162744,0.07366445,0.007025604,0.006926464,-0.006632276,0.092784084,-0.07653473,0.06417419,-0.008076141,-0.0742254,-0.03839808,-0.060415387,0.030588588,0.034121905,0.0031507807,-0.10111581,0.14149769,0.0063822027,-0.006074171,0.05207162,0.034670074,0.033198174,0.000583976,0.023946878,-0.03371193,0.056764998,-0.039551146,-0.022289084,0.06681559,-0.043252658,0.102547795,0.062173378,0.047789235,0.041960314,-0.0033696727,-0.10537291,0.06640193,-0.06931061,-0.03291783,-0.13056973,0.02699648
accompanied,0.00090253004,-0.09199041,-0.029240014,0.008022439,-0.0255617,0.028323645,0.07912248,0.036257833,0.01276888,0.02146178,-0.057835247,-0.04910552,-0.016026802,-0.049827993,0.015450979,0.02722572,0.0733447,-0.00088563404,0.008956879,0.019619122,0.023480756,-0.13841258,-0.050782144,-0.09444263,-0.06671987,0.041474048,-0.031430397,-0.08104509,0.043519814,-0.041980505,0.003914374,-0.033863693,0.010457796,0.05033246,0.03220583,0.09486012,0.023596333,-0.09619583,0.05973665,0.04434929,-0.049231768,0.114837214,-0.021021646,-0.040586818,-0.013576487,-0.073654264,-0.050820384,0.049206052,0.03366133,-0.011287228,-0.0620197,-0.025651667,0.089884736,0.093893364,-0.024679841,-0.07053041,0.008333152,-0.019827733,0.034054868,0.010166807,-0.0048410217,-0.060935464,-0.021488898,0.024496209,0.12437155,-0.11146731,0.060749248,0.09365649,-0.05489737,-0.19487369,0.010391975,-0.07157995,-0.0864679,-0.10097568,0.0063025523,-0.042529095,0.018468654,-0.03610863,-0.06863862,0.001706973,0.018419048,-0.0063115223,0.021120567,0.040545356,-0.08031066,0.08687816,0.08864619,-0.19080155,-0.00671225,-0.06684303,-0.07557503,-0.09796264,-0.032815002,-0.07603068,0.098813966,-0.046909038,-0.060678564,-0.03958813,0.015621833,-0.034854557,-0.07550556,-0.017036038,-0.029340163,0.037634745,-0.012977685,0.044393267,-0.030136978,-0.09976324,0.08475301,-0.090961926,-0.042866554,-0.007963532,-0.018003047,0.038065173,0.0020067175,-0.013802507,-0.032406606,-0.08627634,-0.030268915,-0.0054463823,-0.08991654,-0.07624527,-0.057673927,-0.010272448,-0.12779339,-0.018466437,0.045073014,-0.059368793,0.0009900441,-0.03492035,-0.018149324,-0.009839788,0.011197729,-0.08466703,0.110281006,0.025425855,0.021312872,0.0066762716,0.08253508,-0.05423355,0.102113195,-0.06910745,-4.6942034e-05,0.0092250975,-0.14249548,0.024437511,-0.07718841,0.13340735,0.075288124,-0.112034306,-0.051314484,0.028896686,-0.05575272,-0.14634506,-0.0005888122,0.03349154,0.074478894,0.029887207,-0.06664963,0.08698927,0.058608584,-0.012502551,0.044831064,0.065435134,-0.009871016,0.020214602,-0.0817227,0.03589784,0.03687731,-0.014886725,-0.024832187,0.09125307,0.035421688,0.15615408,0.0064363508,-0.0111989435,0.012111834,0.09427215,0.057836678,0.10156921,0.0299285,0.08627259,0.022771835,-0.07724968,0.15062869,-0.017250072,-0.05166901,0.10506092,-0.044874724,-0.0070519806,0.0034544384,-0.113524765,-0.0007176689,-0.09786997,-0.03920191,-0.084654115,0.045337196,0.038412545,0.051823862,-0.045107666,-0.018751143,-0.0027395398,-0.009485763,-0.0143078165,0.08734486,-0.007890838,-0.092596225,0.03406425,0.048586197,-0.11612177,0.064706616,0.11817691,0.09080609,0.08533708,0.048268802,-0.008706982,0.026104469,0.02313198,-0.0065446775,-0.0077768667,-0.011721416,-0.01479314,-0.043875773,-0.079560906,-0.0016803137,0.027876858,0.03747669,0.044781886,-0.059754606,-0.063506424,0.10760854,-0.050784644,0.01866905,-0.0081122555,-0.0073253782,0.037318524,-0.031531896,0.03442765,-0.061463464,0.07420264,0.06843446,0.054358084,0.06979922,0.048251476,-0.099477634,-0.043754593,-0.010957228,0.075015225,-0.04894931,-0.09270107,0.029221535,0.071877524,-0.010869004,-0.13351887,0.041969586,-0.013803145
