book_id,chap_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
35,1,0.00019455253472791268,0.0001945525318489887,0.16646214914368937,0.00019455253448301982,0.00019455253396720505,0.00019455253239141954,0.00019455253440781403,0.0001945525339522033,0.00019455253367817694,0.00019455253461457385,0.00019455253313285843,0.24060632520043054,0.00019455253338938332,0.4707933596231281,0.0001945525316438575,0.00019455253383544128,0.00019455253422359737,0.11902532549627874,0.00019455253320002527,0.00019455253297663008
35,2,0.431775979112675,0.000247524755150312,0.0002475247564050436,0.0002475247587072449,0.00024752475678375713,0.00024752475761192,0.0002475247571315683,0.00024752475673218597,0.00024752475681883937,0.0002475247577151909,0.00024752475995998394,0.0002475247577631753,0.000247524758640116,0.5637685752519761,0.00024752475537023776,0.0002475247573109184,0.00024752475815947037,0.00024752475760955506,0.00024752475853968793,0.00024752475893966507
35,3,0.0745490985352778,0.00015432098997599685,0.00015432099119815236,0.00015432099058698047,0.00015432099095923635,0.00015432099049587583,0.00015432099144838037,0.00015432099090332426,0.00015432099146216232,0.11158246690875674,0.00015432099222253918,0.0001543209912844565,0.20577770325128292,0.3492359080155831,0.00015432099030985517,0.0001543209914018496,0.2168487370104929,0.0001543209906404471,0.00015432099064740823,0.039845592405069984
35,4,0.9972303205806451,0.0001457725970383131,0.00014577259701588165,0.00014577265879080762,0.00014577259701694634,0.00014577259862835895,0.00014577259720441075,0.00014577259691383386,0.0001457725971996219,0.00014577259657448942,0.00014577260016197558,0.0001457725972784378,0.0001457725990386465,0.00014577259751335738,0.00014577260023472183,0.0001457725978198483,0.00014577259754771038,0.00014577259821944142,0.00014577259748468753,0.00014577259767345065
35,5,0.41275528504176995,0.00017064846634900132,0.00017064846791004613,0.2764388016061106,0.0001706484681069233,0.00017064846922332043,0.08428476529494934,0.00017064846826333197,0.08390172861351645,0.00017064846811974284,0.0341705139045877,0.03498931577082015,0.07124115968361758,0.00017064846866172482,0.00017064846705398254,0.00017064846856234235,0.00017064846862004546,0.0001706484679604045,0.00017064846838606084,0.00017064846741139062
35,6,0.26363785210416124,0.00014705882567879613,0.00014705882754784518,0.0001470588276518557,0.0001470588270656229,0.0001470588262103815,0.00014705882698214708,0.11383202922732098,0.00014705882680053267,0.00014705882606171316,0.00014705882490648656,0.4539885366582859,0.0001470588270950369,0.00014705882675886944,0.00014705882503859236,0.00014705882670328145,0.0001470588268985251,0.07352586978186246,0.09280982983101543,0.00014705882595436286
35,7,0.45378253057736145,0.00013661202424171948,0.00013661202493844471,0.00013661202518937558,0.0001366120247030031,0.00013661202392781967,0.00013661202490908078,0.0001366120250726582,0.0001366120243449533,0.0001366120252368198,0.00013661202451226726,0.040713907783814195,0.0001366120253166978,0.3757538280123697,0.00013661202686580652,0.037110950011193786,0.0001366120252047578,0.09058960324088973,0.00013661202500639825,0.00013661202490150586
35,8,0.41202828628661264,7.032348939511041e-05,7.032348983727184e-05,7.032348977572544e-05,7.032348985180191e-05,7.032348986748098e-05,7.03234899083762e-05,0.08980627765467422,7.032348991618028e-05,7.032348983224756e-05,7.032348917455747e-05,0.1685755954445538,7.032348966359396e-05,0.04206554532495997,0.12591917771264738,0.060311279271006706,7.032348975585182e-05,0.057338615567438314,0.04311134086184973,7.032348927918884e-05
35,9,0.5381135640763652,0.00014577259794669177,0.0001457725981373907,0.39801576181977283,0.000145772598367124,0.0001457725988028105,0.0001457725988393364,0.000145772598630202,0.0001457725983238495,0.0001457725973704516,0.0001457725980547823,0.0001457725984788391,0.00014577259778688644,0.00014577259848454189,0.06139253993254787,0.0001457725985689153,0.0001457725983675664,0.00014577259867483848,0.0001457725989038282,0.00014577259757622078
35,10,0.4793847144188339,0.00011467890175294985,0.00011467890149913522,0.00011467890139259636,0.00011467890176288756,0.00011467890201285373,0.00011467890180030765,0.00011467890205667674,0.00011467890131107638,0.00011467890186493286,0.0001146789009151241,0.14992634894648021,0.00011467890109026018,0.00011467890198013745,0.09058706863522206,0.00011467890225218948,0.00011467890183515144,0.27826700557331013,0.00011467890214427241,0.00011467890048325495
