term_str,term_rank,n,n_chars,p,i,max_pos,n_pos,stop,max_pos_group,term_rank2,zipf_k,zipf_k2,df,idf,tfidf_mean,tfidf_max,dfidf,dfidf2
yards,618,292,5,0.0001643912737508,12.570578659912211,NNS,7,0,NN,477,180456,139284,141.0,0.6096927797425936,0.0004858960775927232,0.00326232759672018,85.9666819437057,0.1497677385778845
home,682,262,4,0.0001475017593244,12.72698021725478,NN,12,0,NN,504,178684,132048,141.0,0.6096927797425936,0.0003305017140856203,0.0011978247146219913,85.9666819437057,0.1497677385778845
bed,562,311,3,0.0001750879662209,12.479632448661627,NN,8,0,NN,458,174782,142438,141.0,0.6096927797425936,0.0004552912177872162,0.0026760473141591527,85.9666819437057,0.1497677385778845
blood,726,246,5,0.0001384940182969,12.817888713452987,NN,6,0,NN,519,178596,127674,141.0,0.6096927797425936,0.00037461381597041763,0.0021774742133664057,85.9666819437057,0.1497677385778845
third,807,220,5,0.0001238564391273,12.97904350526757,JJ,4,0,JJ,543,177540,119460,141.0,0.6096927797425936,0.0003148972881270219,0.001780991566920916,85.9666819437057,0.1497677385778845
thrown,882,204,6,0.0001148486980999,13.087977876820734,VBN,9,0,VB,559,179928,114036,141.0,0.6096927797425936,0.0003272669924175274,0.0014223004193062061,85.9666819437057,0.1497677385778845
worthy,879,205,6,0.0001154116819141,13.080923119286783,JJ,7,0,JJ,558,180195,114390,141.0,0.6096927797425936,0.0004039142985725157,0.0019013288349561132,85.9666819437057,0.1497677385778845
changed,834,216,7,0.0001216045038705,13.00551571662876,VBN,9,0,VB,547,180144,118152,141.0,0.6096927797425936,0.00032046098145547874,0.001251935892695264,85.9666819437057,0.1497677385778845
drew,796,223,4,0.00012554539057,12.959503318871924,VBD,6,0,VB,540,177508,120420,141.0,0.6096927797425936,0.0003036046231927194,0.0012354463621937054,85.9666819437057,0.1497677385778845
minute,845,213,6,0.0001199155524278,13.025693598566392,NN,4,0,NN,550,179985,117150,141.0,0.6096927797425936,0.00037592995289367043,0.002620456073392236,85.9666819437057,0.1497677385778845
live,640,279,4,0.000157072484166,12.636281906963042,VB,6,0,VB,489,178560,136431,141.0,0.6096927797425936,0.0003389953920057303,0.0021774742133664057,85.9666819437057,0.1497677385778845
months,748,238,6,0.0001339901477832,12.865585455484286,NNS,4,0,NN,526,178024,125188,141.0,0.6096927797425936,0.00045946949895446894,0.00572481483326379,85.9666819437057,0.1497677385778845
large,262,700,5,0.0003940886699507,11.3091921069599,JJ,9,0,JJ,250,183400,175000,291.0,0.29501890341206627,0.00023140531042610245,0.0008694073774422385,85.85050089291128,0.14956533256604754
several,318,567,7,0.00031921182266,11.61319829385,JJ,4,0,JJ,298,180306,168966,291.0,0.29501890341206627,0.00020639493812882792,0.0007616667041619612,85.85050089291128,0.14956533256604754
unknown,918,196,7,0.0001103448275862,13.14569337467702,JJ,5,0,JJ,567,179928,111132,140.0,0.6127838567197355,0.0003351073326725115,0.0026548335659382,85.78973994076296,0.14945947724871597
twelve,876,205,6,0.0001154116819141,13.080923119286783,NN,12,0,NN,558,179580,114390,140.0,0.6127838567197355,0.00035701191728761844,0.0017188887986528344,85.78973994076296,0.14945947724871597
imagine,713,250,7,0.0001407459535538,12.794618934130142,VB,7,0,VB,515,178250,128750,140.0,0.6127838567197355,0.00031491897673589694,0.002350833209922259,85.78973994076296,0.14945947724871597
decided,815,219,7,0.0001232934553131,12.985616159191055,VBD,9,0,VB,544,178485,119136,140.0,0.6127838567197355,0.000281522053530901,0.0007737169908077469,85.78973994076296,0.14945947724871597
increased,958,187,9,0.0001052779732582,13.213508758904592,VBD,6,0,VB,576,179146,107712,140.0,0.6127838567197355,0.00028652685701501587,0.0009644064474657466,85.78973994076296,0.14945947724871597
feeling,747,238,7,0.0001339901477832,12.865585455484286,NN,6,0,NN,526,177786,125188,140.0,0.6127838567197355,0.00033256299046535806,0.0017441665751036113,85.78973994076296,0.14945947724871597
watched,811,219,7,0.0001232934553131,12.985616159191055,VBD,6,0,VB,544,177609,119136,140.0,0.6127838567197355,0.000313862150043682,0.0018768265136898483,85.78973994076296,0.14945947724871597
set,280,643,3,0.0003619985925404,11.431728291464282,VBN,8,0,VB,265,180040,170395,292.0,0.29352904094955523,0.00020119567980009131,0.0010168442527120852,85.71047995727012,0.14932139365378072
something,190,985,9,0.0005545390570021,10.816423304448492,NN,10,0,NN,187,187150,184195,292.0,0.29352904094955523,0.00025681146997983263,0.0013092285501764285,85.71047995727012,0.14932139365378072
followed,348,518,8,0.0002916256157635,11.743594931105676,VBD,9,0,VB,323,180264,167314,292.0,0.29352904094955523,0.00020065511798189576,0.0011076567583002085,85.71047995727012,0.14932139365378072
magnificent,889,203,11,0.0001142857142857,13.095067301607054,JJ,8,0,JJ,560,180467,113680,139.0,0.6158970921438784,0.0003411138268278729,0.0013287963153050236,85.6096958079991,0.14914581151219355
situation,805,220,9,0.0001238564391273,12.97904350526757,NN,2,0,NN,543,177100,119460,139.0,0.6158970921438784,0.0003294286121383374,0.001162069985177129,85.6096958079991,0.14914581151219355
forty,864,207,5,0.0001165376495425,13.066916261292905,JJ,9,0,JJ,556,178848,115092,139.0,0.6158970921438784,0.00036369025773657894,0.003868160383318148,85.6096958079991,0.14914581151219355
year,551,318,4,0.0001790288529204,12.447520263507874,NN,8,0,NN,452,175218,143736,139.0,0.6158970921438784,0.00037935931115174045,0.0015207335608490825,85.6096958079991,0.14914581151219355
among,230,822,5,0.000462772695285,11.077408635110547,IN,4,0,IN,221,189060,181662,293.0,0.2920442720438641,0.0002543474201725199,0.003129045771898544,85.56897170885217,0.14907486360427208
sides,855,211,5,0.0001187895847994,13.039304030085043,NNS,4,0,NN,552,180405,116472,138.0,0.619032805996737,0.0003533800324808616,0.0015530175765096263,85.42652722754971,0.1488267024870204
result,938,192,6,0.0001080928923293,13.175440718071073,NN,3,0,NN,571,180096,109632,138.0,0.619032805996737,0.0003306526155809252,0.0010492081457571813,85.42652722754971,0.1488267024870204
interior,745,239,8,0.0001345531315974,12.85953641081148,NN,3,0,NN,525,178055,125475,138.0,0.619032805996737,0.00044682199486559206,0.0015172372695998458,85.42652722754971,0.1488267024870204
shore,458,383,5,0.0002156228008444,12.179202636867272,NN,6,0,NN,400,175414,153200,138.0,0.619032805996737,0.0006037681731307432,0.002617978033819342,85.42652722754971,0.1488267024870204
smoke,643,277,5,0.0001559465165376,12.646661052743042,NN,8,0,NN,491,178111,136007,138.0,0.619032805996737,0.00044440923901462634,0.0023337711818915627,85.42652722754971,0.1488267024870204
watch,793,223,5,0.00012554539057,12.959503318871924,NN,5,0,NN,540,176839,120420,138.0,0.619032805996737,0.0003697826731771197,0.003975440038511155,85.42652722754971,0.1488267024870204
advanced,906,199,8,0.0001120337790288,13.12377859824858,VBD,10,0,VB,564,180294,112236,138.0,0.619032805996737,0.00033108855832436184,0.0011311700429360201,85.42652722754971,0.1488267024870204
lying,806,220,5,0.0001238564391273,12.97904350526757,VBG,5,0,VB,543,177320,119460,138.0,0.619032805996737,0.00034758507573037957,0.0038689550374796065,85.42652722754971,0.1488267024870204
remain,823,218,6,0.0001227304714989,12.992218894015304,VB,5,0,VB,545,179414,118810,137.0,0.6221913252415668,0.00034142242899959786,0.001368455993933065,85.24021155809466,0.1485021107283879
hot,825,218,3,0.0001227304714989,12.992218894015304,JJ,7,0,JJ,545,179850,118810,137.0,0.6221913252415668,0.00032370101288073275,0.0012104889596139432,85.24021155809466,0.1485021107283879
understood,929,193,10,0.0001086558761435,13.16794618152415,VBD,11,0,VB,570,179297,110010,137.0,0.6221913252415668,0.00031500971590867023,0.0015362748771396712,85.24021155809466,0.1485021107283879
stream,736,241,6,0.0001356790992258,12.847513882562268,NN,6,0,NN,523,177376,126043,137.0,0.6221913252415668,0.0004100191482700187,0.0018299744860046084,85.24021155809466,0.1485021107283879
else,840,215,4,0.0001210415200562,13.01221036920277,RB,8,0,RB,548,180600,117820,137.0,0.6221913252415668,0.00029461725536731096,0.0035758122140319933,85.24021155809466,0.1485021107283879
animals,654,271,7,0.0001525686136523,12.678254177438358,NNS,9,0,NN,497,177234,134687,137.0,0.6221913252415668,0.0004692139432772358,0.002354555630053233,85.24021155809466,0.1485021107283879
peculiar,897,201,8,0.0001131597466572,13.1093515276133,JJ,9,0,JJ,562,180297,112962,137.0,0.6221913252415668,0.0002966026739623722,0.0016650972129569138,85.24021155809466,0.1485021107283879
moved,895,202,5,0.0001137227304714,13.102191736040435,VBD,9,0,VB,561,180790,113322,137.0,0.6221913252415668,0.00032209893615744447,0.0014292296904477035,85.24021155809466,0.1485021107283879
spot,909,198,4,0.0001114707952146,13.13104659871262,NN,4,0,NN,565,179982,111870,137.0,0.6221913252415668,0.00034077000109094207,0.0016304804120586135,85.24021155809466,0.1485021107283879
appear,973,185,6,0.0001041520056298,13.229021758275918,VB,5,0,VB,578,180005,106930,137.0,0.6221913252415668,0.0002970535416224868,0.0007649893343134019,85.24021155809466,0.1485021107283879
table,542,321,5,0.0001807178043631,12.433973731669926,NN,7,0,NN,449,173982,144129,137.0,0.6221913252415668,0.0005290284815753433,0.003252680565116481,85.24021155809466,0.1485021107283879
mere,760,235,4,0.0001323011963406,12.88388627222723,JJ,6,0,JJ,529,178600,124315,137.0,0.6221913252415668,0.0003107253657223099,0.0013474636171988453,85.24021155809466,0.1485021107283879
business,513,341,8,0.0001919774806474,12.346775289768058,NN,7,0,NN,433,174933,147653,136.0,0.625372984027756,0.0003684681343958038,0.0015290293008013594,85.05072582777481,0.14817199621563557
filled,914,197,6,0.0001109078114004,13.138351399335852,VBN,6,0,VB,566,180058,111502,136.0,0.625372984027756,0.00031991176457078416,0.001179949026467464,85.05072582777481,0.14817199621563557
town,525,332,4,0.0001869106263194,12.385363787445304,NN,5,0,NN,440,174300,146080,136.0,0.625372984027756,0.0006170151208125909,0.0038877538971530123,85.05072582777481,0.14817199621563557
future,730,245,6,0.0001379310344827,12.82376527978966,NN,4,0,NN,520,178850,127400,136.0,0.625372984027756,0.00035918250670828876,0.0023352239881544285,85.05072582777481,0.14817199621563557
rushed,846,213,6,0.0001199155524278,13.025693598566392,VBD,5,0,VB,550,180198,117150,136.0,0.625372984027756,0.0003788747743600988,0.0019853110604055747,85.05072582777481,0.14817199621563557
free,521,335,4,0.0001885995777621,12.372385933447095,JJ,10,0,JJ,437,174535,146395,136.0,0.625372984027756,0.0003563688486630199,0.001496107617291282,85.05072582777481,0.14817199621563557
six,335,539,3,0.000303448275862,11.686261756039723,CD,7,0,CD,313,180565,168707,297.0,0.2861554430807612,0.0002099620661390281,0.001818191964833771,84.98816659498607,0.1480630080052022
wall,669,268,4,0.0001508796622097,12.694314028334457,NN,5,0,NN,500,179292,134000,135.0,0.6285781239029674,0.0004417879630894411,0.0023504523863893015,84.8580467269006,0.14783631833954808
big,578,306,3,0.0001722730471498,12.503015376099578,JJ,5,0,JJ,463,176868,141678,135.0,0.6285781239029674,0.0003551225404695064,0.001095083839552208,84.8580467269006,0.14783631833954808
violent,1037,174,7,9.79591836734694e-05,13.317459722943502,JJ,5,0,JJ,589,180438,102486,135.0,0.6285781239029674,0.0003011904627917168,0.002951071004239284,84.8580467269006,0.14783631833954808
important,899,200,9,0.000112596762843,13.116547029017504,JJ,5,0,JJ,563,179800,112600,135.0,0.6285781239029674,0.0003195974369311325,0.001052894679904468,84.8580467269006,0.14783631833954808
ceased,859,209,6,0.000117663617171,13.053044086711347,VBD,8,0,VB,554,179531,115786,135.0,0.6285781239029674,0.00030078861199394773,0.0012083393385293492,84.8580467269006,0.14783631833954808
things,109,1673,6,0.0009418719211822,10.052181488753876,NNS,10,0,NN,109,182357,182357,298.0,0.2846956283217183,0.0003277532766748103,0.001419928320806575,84.83929723987205,0.14780365372800008
possible,270,680,8,0.0003828289936664,11.351012282654528,JJ,9,0,JJ,256,183600,174080,299.0,0.2832407040735439,0.00019686415190899682,0.0011655996052409214,84.68897051798963,0.1475417604843025
matter,264,696,6,0.0003918367346938,11.317459722943502,NN,7,0,NN,251,183744,174696,299.0,0.2832407040735439,0.00020028899263035776,0.0008371646425819032,84.68897051798963,0.1475417604843025
quietly,948,190,7,0.0001069669247009,13.190547610461282,RB,8,0,RB,573,180120,108870,134.0,0.6318070940331658,0.00035465163888266134,0.0015115002249597267,84.66215060044422,0.14749503588927565
fallen,911,198,6,0.0001114707952146,13.13104659871262,VBN,6,0,VB,565,180378,111870,134.0,0.6318070940331658,0.00031270417977342333,0.001888810445540107,84.66215060044422,0.14749503588927565
creatures,751,238,9,0.0001339901477832,12.865585455484286,NNS,7,0,NN,526,178738,125188,134.0,0.6318070940331658,0.0003996377277937314,0.0024075392804747747,84.66215060044422,0.14749503588927565
remember,464,378,8,0.0002128078817733,12.198160794571155,VBP,6,0,VB,404,175392,152712,134.0,0.6318070940331658,0.0004680858150678929,0.0036345566291457287,84.66215060044422,0.14749503588927565
meet,881,204,4,0.0001148486980999,13.087977876820734,VB,6,0,VB,559,179724,114036,134.0,0.6318070940331658,0.00028755603615792703,0.0009196609811254234,84.66215060044422,0.14749503588927565
broke,965,187,5,0.0001052779732582,13.213508758904592,VBD,7,0,VB,576,180455,107712,134.0,0.6318070940331658,0.0002717894003640019,0.000954391380714752,84.66215060044422,0.14749503588927565
also,238,787,4,0.0004430682617874,11.140183393284744,RB,11,0,RB,228,187306,179436,300.0,0.2817906376783111,0.00020522220377174315,0.0012551921500147487,84.53719130349333,0.14727733676566782
near,272,669,4,0.00037663617171,11.374540818150768,IN,8,0,IN,258,181968,172602,300.0,0.2817906376783111,0.00019825830862564868,0.0007865754017538341,84.53719130349333,0.14727733676566782
powerful,913,197,8,0.0001109078114004,13.138351399335852,JJ,6,0,JJ,566,179861,111502,133.0,0.6350602514308877,0.0003133216127207525,0.0019089987517962557,84.46301344030807,0.14714810703886425
serious,975,185,7,0.0001041520056298,13.229021758275918,JJ,7,0,JJ,578,180375,106930,133.0,0.6350602514308877,0.000315175921500025,0.0014228385020856333,84.46301344030807,0.14714810703886425
front,852,211,5,0.0001187895847994,13.039304030085043,NN,6,0,NN,552,179772,116472,133.0,0.6350602514308877,0.00035721731248892054,0.001393694772708605,84.46301344030807,0.14714810703886425
weather,842,214,7,0.000120478536242,13.018936232391082,NN,8,0,NN,549,180188,117486,133.0,0.6350602514308877,0.0003703363045312364,0.003503780697549725,84.46301344030807,0.14714810703886425
food,617,292,4,0.0001643912737508,12.570578659912211,NN,7,0,NN,477,180164,139284,133.0,0.6350602514308877,0.00041794654931445795,0.003649771559947631,84.46301344030807,0.14714810703886425
watching,896,202,8,0.0001137227304714,13.102191736040435,VBG,5,0,VB,561,180992,113322,133.0,0.6350602514308877,0.0003109188669076861,0.0015192828981600184,84.46301344030807,0.14714810703886425
heads,883,204,5,0.0001148486980999,13.087977876820734,NNS,7,0,NN,559,180132,114036,132.0,0.6383379611921237,0.0003452305763907171,0.0021480806321664287,84.26061087736034,0.14679548933338035
directly,947,190,8,0.0001069669247009,13.190547610461282,RB,7,0,RB,573,179930,108870,132.0,0.6383379611921237,0.00029847205463554927,0.0014518679936136249,84.26061087736034,0.14679548933338035
drawn,957,187,5,0.0001052779732582,13.213508758904592,VBN,11,0,VB,576,178959,107712,132.0,0.6383379611921237,0.0003085551911662593,0.0012863233474904256,84.26061087736034,0.14679548933338035
evident,955,188,7,0.0001058409570724,13.205814367114591,JJ,7,0,JJ,575,179540,108100,132.0,0.6383379611921237,0.0002706802719907956,0.000845107627350561,84.26061087736034,0.14679548933338035
visible,836,215,7,0.0001210415200562,13.01221036920277,JJ,9,0,JJ,548,179740,117820,132.0,0.6383379611921237,0.0003621865293175152,0.00212543161329231,84.26061087736034,0.14679548933338035
since,313,579,5,0.0003259676284306,11.582983680802991,IN,9,0,IN,293,181227,169647,302.0,0.2789049494408229,0.000182779005218873,0.0006066448057440411,84.22929473112852,0.1467409315873319
old,131,1430,3,0.0008050668543279,10.278603787126478,JJ,13,0,JJ,131,187330,187330,302.0,0.2789049494408229,0.00035641939979655113,0.004498466926464885,84.22929473112852,0.1467409315873319
nor,268,686,3,0.0003862068965517,11.338338452619418,CC,8,1,CC,254,183848,174244,303.0,0.2774692638956685,0.00020778361221490422,0.0011081040890402096,84.07318696038756,0.14646896682994348
indeed,215,877,6,0.0004937368050668,10.983970186347497,RB,10,0,RB,211,188555,185047,303.0,0.2774692638956685,0.00021178500754166096,0.0012402840659448784,84.07318696038756,0.14646896682994348
perceived,854,211,9,0.0001187895847994,13.039304030085043,VBD,8,0,VB,552,180194,116472,131.0,0.6416405967422093,0.00037623124957822715,0.003518248645604986,84.05491817322942,0.14643713967461572
animal,599,298,6,0.0001677691766361,12.541234698330069,NN,7,0,NN,471,178502,140358,131.0,0.6416405967422093,0.0005289544928344557,0.003766443754461606,84.05491817322942,0.14643713967461572
waves,635,281,5,0.0001581984517945,12.625976898571304,NNS,6,0,NN,487,178435,136847,131.0,0.6416405967422093,0.0005531800334831209,0.0030323279619197036,84.05491817322942,0.14643713967461572
lips,943,191,4,0.0001075299085151,13.18297439075648,NN,4,0,NN,572,180113,109252,131.0,0.6416405967422093,0.0003751182177705433,0.0030123971678037995,84.05491817322942,0.14643713967461572
degrees,633,282,7,0.0001587614356087,12.620851866393435,NNS,8,0,NN,486,178506,137052,131.0,0.6416405967422093,0.0005250795998306951,0.003571283469808215,84.05491817322942,0.14643713967461572
truth,910,198,5,0.0001114707952146,13.13104659871262,NN,6,0,NN,565,180180,111870,131.0,0.6416405967422093,0.0003217843572264825,0.0018074383006822798,84.05491817322942,0.14643713967461572
corner,755,236,6,0.0001328641801548,12.877760169430388,NN,3,0,NN,528,178180,124608,131.0,0.6416405967422093,0.000412813384279949,0.002712248899272624,84.05491817322942,0.14643713967461572
extraordinary,944,191,13,0.0001075299085151,13.18297439075648,JJ,3,0,JJ,572,180304,109252,131.0,0.6416405967422093,0.00037943534265068025,0.0030123971678037995,84.05491817322942,0.14643713967461572
hardly,723,247,6,0.0001390570021111,12.812035987207553,RB,2,0,RB,518,178581,127946,131.0,0.6416405967422093,0.0003889679188571222,0.0016441783388653664,84.05491817322942,0.14643713967461572
start,904,199,5,0.0001120337790288,13.12377859824858,VB,5,0,VB,564,179896,112236,131.0,0.6416405967422093,0.00035273410535273543,0.0015842977697338501,84.05491817322942,0.14643713967461572
rather,266,687,6,0.0003867698803659,11.33623692997413,RB,7,0,RB,253,182742,173811,304.0,0.27603830878921976,0.00018379042092556236,0.000933613220256662,83.9156458719228,0.14619450500334982
london,345,523,6,0.0002944405348346,11.729736082545289,NNP,4,0,NN,321,180435,167883,130.0,0.6449685400911368,0.0007117606950118351,0.00522770853164042,83.84591021184778,0.14607301430635503
excellent,886,203,9,0.0001142857142857,13.095067301607054,JJ,7,0,JJ,560,179858,113680,130.0,0.6449685400911368,0.00035510376092190275,0.0015977750786733364,83.84591021184778,0.14607301430635503
sufficient,992,181,10,0.0001019000703729,13.260557331709023,JJ,6,0,JJ,582,179552,105342,130.0,0.6449685400911368,0.00030201380514713387,0.0012925221244311357,83.84591021184778,0.14607301430635503
wished,920,196,6,0.0001103448275862,13.14569337467702,VBD,6,0,VB,567,180320,111132,130.0,0.6449685400911368,0.0003645797324295591,0.0012355719158834038,83.84591021184778,0.14607301430635503
resolved,1117,160,8,9.00774102744546e-05,13.438475123904867,VBD,6,0,VB,603,178720,96480,130.0,0.6449685400911368,0.00029978251875205586,0.001336260787481637,83.84591021184778,0.14607301430635503
dozen,878,205,5,0.0001154116819141,13.080923119286783,NN,1,0,NN,558,179990,114390,130.0,0.6449685400911368,0.00031671878889048133,0.001462513696351784,83.84591021184778,0.14607301430635503
means,294,611,5,0.0003439831104855,11.5053746489735,NNS,7,0,NN,275,179634,168025,305.0,0.2746120530511877,0.00019874171232845284,0.001100649511227205,83.75667618061225,0.14591755432162412
walked,814,219,6,0.0001232934553131,12.985616159191055,VBD,5,0,VB,544,178266,119136,129.0,0.6483221820987245,0.0003842859072780741,0.0020403530514515327,83.63356149073546,0.1457030687991907
occupied,1044,173,8,9.739619985925404e-05,13.325774991155503,VBN,8,0,VB,590,180612,102070,129.0,0.6483221820987245,0.0002927369664344427,0.0011635358616272874,83.63356149073546,0.1457030687991907
ago,761,235,3,0.0001323011963406,12.88388627222723,RB,9,0,RB,529,178835,124315,129.0,0.6483221820987245,0.0003344654703509598,0.0014634812236991523,83.63356149073546,0.1457030687991907
sea,146,1311,3,0.0007380717804363,10.403951248570475,NN,11,0,NN,144,191406,188784,306.0,0.2731904659163935,0.00044790769325961675,0.0028793629432261212,83.59628257041642,0.14563812294497633
miles,196,956,5,0.0005382125263898,10.85953641081148,NNS,12,0,NN,193,187376,184508,306.0,0.2731904659163935,0.0003203554887888094,0.002447250755498103,83.59628257041642,0.14563812294497633
themselves,265,693,10,0.0003901477832512,11.323691676655017,PRP,13,1,PR,252,183645,174636,307.0,0.271773516920787,0.00020581411274437584,0.0010600624745813242,83.43446969468161,0.14535621898028156
side,206,899,4,0.0005061224489795,10.948225913277785,NN,8,0,NN,203,185194,182497,307.0,0.271773516920787,0.0002258612926259726,0.0014523321883372518,83.43446969468161,0.14535621898028156
hour,288,627,4,0.000352990851513,11.468081585990191,NN,7,0,NN,271,180576,169917,307.0,0.271773516920787,0.00021340871811941091,0.0009665922356400249,83.43446969468161,0.14535621898028156
lose,1163,153,4,8.613652357494722e-05,13.503015376099578,VB,4,0,VB,610,177939,93330,128.0,0.6517019227501052,0.00034305170991660855,0.0026819009166671,83.41784611201346,0.14532725803486665
im,376,478,2,0.0002691062631949,11.85953641081148,NNP,17,0,NN,344,179728,164432,128.0,0.6517019227501052,0.0006669355798780489,0.005362330686369489,83.41784611201346,0.14532725803486665
tell,251,733,4,0.0004126671358198,11.242733830658418,VB,8,0,VB,241,183983,176653,308.0,0.2703611758975292,0.00021197560792187692,0.001553799861480053,83.271242176439,0.14507185048160107
central,671,267,7,0.0001503166783954,12.699707287104676,JJ,4,0,JJ,501,179157,133767,127.0,0.6551081714420166,0.0003950638016856691,0.002245058846614176,83.1987377731361,0.1449455361901326
wood,585,303,4,0.0001705840957072,12.51722923531928,NN,5,0,NN,466,177255,141198,127.0,0.6551081714420166,0.0005086192780737799,0.0030259037941894533,83.1987377731361,0.1449455361901326
middle,856,210,6,0.0001182266009852,13.046157701126107,NN,4,0,NN,553,179760,116130,127.0,0.6551081714420166,0.0002728817378644771,0.0013470353079685056,83.1987377731361,0.1449455361901326
face,184,1013,4,0.0005703026038001,10.775984759991092,NN,8,0,NN,181,186392,183353,309.0,0.26895341297313885,0.0002878362014124042,0.001786218112724831,83.10660460869991,0.1447850254506967
vain,1085,166,4,9.345531315974666e-05,13.385363787445304,NN,6,0,NN,597,180110,99102,126.0,0.6585413472804106,0.0003648673814038499,0.004878084053928968,82.97620975733173,0.14455785672009014
quiet,937,192,5,0.0001080928923293,13.175440718071073,JJ,8,0,JJ,571,179904,109632,126.0,0.6585413472804106,0.00032025215033786096,0.0009461800966672566,82.97620975733173,0.14455785672009014
replied,144,1324,7,0.0007453905700211,10.389715811985011,VBD,7,0,VB,142,190656,188008,310.0,0.2675501985637008,0.0004554116715813442,0.002906574672066277,82.94056155474726,0.14449575183753877
open,274,665,4,0.0003743842364532,11.383192688403678,JJ,13,0,JJ,260,182210,172900,311.0,0.266151503371136,0.0002046871322886152,0.00188166813066789,82.7731175484233,0.14420403754080716
hours,261,706,5,0.000397466572836,11.29687884552105,NNS,8,0,NN,249,184266,175794,311.0,0.266151503371136,0.00024130671948304638,0.0013705020770913288,82.7731175484233,0.14420403754080716
god,724,247,3,0.0001390570021111,12.812035987207553,NNP,7,0,NN,518,178828,127946,125.0,0.6620018793899171,0.00037728492756174034,0.0017637705489962267,82.75023492373963,0.1441641723410098
beside,752,238,6,0.0001339901477832,12.865585455484286,IN,9,0,IN,526,178976,125188,125.0,0.6620018793899171,0.0003328616720347906,0.002364292426392561,82.75023492373963,0.1441641723410098
engineer,255,722,8,0.0004064743138634,11.26454819190506,NN,4,0,NN,245,184110,176890,125.0,0.6620018793899171,0.0012912777570077715,0.004684936377220951,82.75023492373963,0.1441641723410098
rise,1067,169,4,9.514426460239269e-05,13.359523782510044,VB,5,0,VB,594,180323,100386,125.0,0.6620018793899171,0.000323556078909803,0.0018543470010922046,82.75023492373963,0.1441641723410098
talk,504,347,4,0.0001953553835327,12.321611366213968,VB,5,0,VB,428,174888,148516,125.0,0.6620018793899171,0.0003620487733956175,0.0016318863090959335,82.75023492373963,0.1441641723410098
begin,923,195,5,0.0001097818437719,13.15307290504262,VB,7,0,VB,568,179985,110760,125.0,0.6620018793899171,0.0003114822388597761,0.002853456376680677,82.75023492373963,0.1441641723410098
mile,921,196,4,0.0001103448275862,13.14569337467702,NN,6,0,NN,567,180516,111132,125.0,0.6620018793899171,0.0003739739538016806,0.0012725910791809248,82.75023492373963,0.1441641723410098
window,523,334,6,0.0001880365939479,12.376698926318175,NN,8,0,NN,438,174682,146292,125.0,0.6620018793899171,0.0005717109220757515,0.0035925114323083806,82.75023492373963,0.1441641723410098
french,801,222,6,0.0001249824067558,12.965987352442124,JJ,4,0,JJ,541,177822,120102,125.0,0.6620018793899171,0.00041176909213504204,0.0022933090510043317,82.75023492373963,0.1441641723410098
taken,308,588,5,0.0003310344827586,11.560730873955864,VBN,9,0,VB,288,181104,169344,312.0,0.2647572983795307,0.00016821466031365773,0.0005554348917053091,82.60427709441359,0.14390989040838603
twenty,269,682,6,0.0003839549612948,11.346775289768058,NN,12,0,NN,255,183458,173910,312.0,0.2647572983795307,0.00024031909466565784,0.0021813165674935586,82.60427709441359,0.14390989040838603
nearer,776,229,6,0.0001289232934553,12.921199430695284,NN,15,0,NN,534,177704,122286,124.0,0.6654902072357385,0.00041886176072912463,0.0023767507401276375,82.52078569723157,0.14376443501259856
falling,898,201,7,0.0001131597466572,13.1093515276133,VBG,8,0,VB,562,180498,112962,124.0,0.6654902072357385,0.000371463474314502,0.0024868841824952858,82.52078569723157,0.14376443501259856
parts,951,189,5,0.0001064039408866,13.198160794571155,NNS,5,0,NN,574,179739,108486,124.0,0.6654902072357385,0.0003314908853550371,0.0017730644952994809,82.52078569723157,0.14376443501259856
giving,1061,170,6,9.570724841660804e-05,13.351012282654528,VBG,4,0,VB,593,180370,100810,124.0,0.6654902072357385,0.0003116175646687613,0.001307446379637993,82.52078569723157,0.14376443501259856
figure,716,249,6,0.0001401829697396,12.80040128672415,NN,4,0,NN,516,178284,128484,124.0,0.6654902072357385,0.0004099318208485773,0.00316900098683685,82.52078569723157,0.14376443501259856
wonderful,841,214,9,0.000120478536242,13.018936232391082,JJ,7,0,JJ,549,179974,117486,124.0,0.6654902072357385,0.00035154439419806787,0.001984563242253693,82.52078569723157,0.14376443501259856
threw,1096,164,5,9.232934553131598e-05,13.402851214174143,VBD,6,0,VB,599,179744,98236,124.0,0.6654902072357385,0.00029784736082969193,0.0008499236363163965,82.52078569723157,0.14376443501259856
ones,739,240,4,0.0001351161154116,12.853512623183711,JJ,14,0,JJ,524,177360,125760,124.0,0.6654902072357385,0.00030980192462043416,0.0017375723426520588,82.52078569723157,0.14376443501259856
unless,967,186,6,0.000104714989444,13.221244407684198,IN,6,0,IN,577,179862,107322,124.0,0.6654902072357385,0.0002936520239482905,0.001912328181711892,82.52078569723157,0.14376443501259856
fixed,1049,172,5,9.683321604503872e-05,13.334138464090133,VBN,7,0,VB,591,180428,101652,124.0,0.6654902072357385,0.0003321433014002209,0.0009333663495592405,82.52078569723157,0.14376443501259856
steps,862,208,5,0.0001171006333567,13.059963500651138,NNS,7,0,NN,555,179296,115440,124.0,0.6654902072357385,0.0004498901741273379,0.001754984723722939,82.52078569723157,0.14376443501259856
