,0,1,2,3,4,5
understand,0.03190600793193839,-0.011732946340165336,0.012779919216800889,0.007031223869516336,0.0012448494855854203,-0.015306380173474576
return,-0.028765969530570673,-0.01411032533983975,-0.01604583286889695,-0.004729736607101971,0.020171457745192658,0.0017684382854601186
really,0.01088618547735267,0.002273562200155936,-0.002637852677909797,0.026088693969693048,0.013806191580739504,0.016455706667252875
entered,-0.008780969200486495,-0.01755996360638295,-0.0256957243690233,0.018743554260183592,-0.0190780156773686,0.0006638312261345944
dead,0.03323592023514436,-0.004008310207682656,0.0036795674129866647,-0.04893488819764695,-0.012332916868362279,-0.025038069503770865
past,0.021107791958093196,-0.004570688423007936,-0.01669830613718554,0.0023400850999182434,-0.0142559836043783,-0.00472827536058154
below,0.016435718694876103,-0.001696799682380024,0.031059275369866666,-0.03069045762520312,0.00010043327320880107,-0.009819323437296518
formed,-0.03953534442438997,-0.016873132421805097,0.0022199787225533766,-0.0135971770445605,0.01891384895622965,-0.002698640969769516
door,0.10773406428491282,-0.022659750581866686,-0.10488318932512171,-0.003709743925420673,-0.14810264967051215,-0.02046593182361661
mr,0.08568351160042546,0.02082947897716868,-0.4664594700071289,0.38936266127384095,-0.32891272283901807,0.21033421498937635
hard,0.01890751097168624,-0.002423993215055886,0.006899657269537693,-0.010479661811133478,0.004529078227669339,-0.004662356177305238
ready,-0.01923802501188413,-0.003225638334108922,-0.014067919997899933,0.004382592008868194,-0.0004274662170824579,-0.002831921051340447
rest,0.009087206628325553,0.003153054868791738,0.00662983668490708,-0.0005930725557518285,0.019384410367130015,0.0009954988318405253
taking,-0.012029259865885697,-0.003811293703764515,-0.002411923535435118,0.008405848945117542,-0.0045514165357723796,-0.0012526452164146457
direction,-0.0035070144977062323,0.0005499937728441762,0.010326401892575724,-0.027110309277057366,-0.0022565039632034766,0.010457511832570439
gone,0.02445161739885962,-0.007306478926485866,-0.010465552631342646,-0.007247755934457546,-0.006898570118234733,0.0011467970840737657
further,-0.001272832856643747,-0.01546143300697034,0.02687246606098848,0.0035606844213966937,0.013366614061054185,0.006696385501389084
poor,0.007536090063576884,0.007659799272153759,-0.009134407097966559,0.008177639046448701,0.024404708449387958,-0.008327750721142734
vast,0.009499818399407892,0.00457834687771899,0.0349928043224674,-0.024415262541775857,0.006577730344245338,0.006792163436215238
difficulty,-0.009098165810482246,0.002055254514704299,0.00961154986873936,-0.005660736911327177,0.007741999285420935,0.009563022997317452
spoke,0.016806162461932197,-0.007663750083684366,0.0017687043831857733,-0.004326674797590546,0.006553773845804087,-0.0156480179422668
general,0.006177109987167371,-0.00827091575991009,0.01574357380491052,0.03685128426980423,0.028395223264270124,0.016743365226478756
follow,-0.009667952476717045,-0.006475125249588429,0.0018978965895454,0.004327990542730967,0.0010087942474015204,-0.006936845620969285
caught,0.016372474101342144,0.01420200820206151,-0.0019383871478795421,-0.014688478763605298,-0.013285536926324566,-0.012557727807194802
lay,0.026653502643392682,-0.01039420940151069,0.009762525451330698,-0.05157894771750272,-0.018587565480107447,-0.023056370762823693
house,-0.0011121790560032884,-0.05057779490931139,-0.1316039917167684,-0.11191089742066508,0.07556063923156482,0.04821159297992217
leave,-0.013585643070011956,-0.007929768020788621,-0.03472343456773008,0.026812747512127547,0.0024142683093305844,-0.0078512316729885
reached,-0.01801809632037663,-0.007385934485696741,-0.002146883353035724,0.001453358245772704,-0.003422000759986627,0.02322506179914751
immediately,-0.011455371864186333,-0.009669720512416373,-0.002180516575135517,-0.006556239561074743,0.009499917883008715,-0.004501254684572732
kind,-0.0030838640110745896,-0.005658169275050395,0.032629807491231455,0.007420679326362869,0.0052867593645903885,0.013442062212079919
case,-0.007004492747239523,0.0004396616271822749,0.009559786287189233,0.0038455404010291298,0.014134523120791075,0.009099254764374353
short,0.0003770265925000672,-0.008491402459150478,0.0013492726447178322,-0.0009265047608841443,0.003953544137064062,0.004889570283963849
across,0.057245159999839,-0.00022892033461955618,-0.004612527887673319,-0.056520133567546885,-0.013904457659405987,-0.02954349126035849
fellow,-0.009895558244220096,0.011567609096281331,-0.014355393148200453,0.03038960110261842,0.0085969619897012,0.0025129180774479407
exactly,-0.007638957914512143,0.0006553433271356077,0.01774475189794367,0.01119515258473034,0.0068000683876835106,0.013613948833872137
surface,-0.05478980546227607,-0.026247442933454518,0.10009032942752914,0.03132616490840208,-0.017058023812599125,-0.01964915938126633
because,0.024762205502023606,-0.000899137507942051,0.01046743762118019,0.005685167624258938,0.021565736589924823,-0.006267615865570925
whatever,0.0071585371201763875,-0.011484435812503602,0.018666501458945894,0.01748874432670615,0.01666787881761798,0.007114852455750609
cold,-0.00843565601389752,-0.02549130509068674,0.01635203190228357,-0.016971630425249688,0.012096208759302118,0.005630639054833334
fifty,-0.025483114652136128,0.017392843381975,-0.014853326379851478,0.013090054381062073,-0.0034349575889057525,0.007623953202103951
known,-0.011724404359395564,-0.009350313291828062,0.004897261063852641,0.00898631871357826,0.01569960992994689,0.01159983092292693
returned,-0.023997198971757908,-0.018695574415896966,-0.057473636139724414,0.003221511363513612,-0.01034644920314483,-0.006315947699547377
ah,-0.01706590317179399,0.015824536041700435,-0.020907039304158156,0.02420107853355849,-0.00956880265823676,-0.006346820142575536
within,0.011645662910524044,-0.005549888182566015,0.020305300352385272,-0.007664506069996988,-0.0007258876143619852,0.00512177695467179
oclock,-0.03892258075013395,0.01675963892109772,-0.018284903297227713,0.006295242984130922,-0.018272988118056673,-0.004225623214527916
lower,-0.00458053879535961,-0.0011084539978645073,0.006193653471744,-0.019005375010753313,0.003736932448225871,-0.009007549977193394
called,-0.004015010785236374,-0.004182465562941163,0.003722333468981271,0.00914176764010985,0.016732500759747436,0.003257273715747515
easy,-0.012801871068753638,-0.002363354921746095,-0.002092757383806925,-0.0032087888778996785,0.018866521038730346,0.014796302059636082
friend,-0.025384659726782804,0.005661306421939801,0.011229452932212296,0.030171300254986877,0.02331447506754771,-0.008104470603547942
arrived,-0.030943455412246558,-0.0010741300429416827,-0.027303957238790512,0.008076204937891513,0.018161371584049967,0.011122909681052466
huge,0.02800951919375828,0.015354315116659812,0.02986669946125501,-0.05016282784941641,-0.0047266892200772005,-0.0009223648380551251
journey,-0.020612841550195393,0.01649486672685659,0.010070453030190656,0.052787403660288716,-0.0006040745127480578,0.07349645717711956
care,-0.015270888171293039,-6.593467928120719e-05,-0.010269322088439095,-0.0026755285526726207,0.03749748757513183,0.015482424957881743
altogether,0.03749887243285626,-0.00703534340013066,0.027637743384546623,0.005290423064815092,0.030814808309632104,-0.016161652808892417
dont,0.06815158904842279,0.015015074534476687,-0.018264119105935752,0.024474742865283526,0.023207062264195423,-0.020972807497520424
therefore,-0.050850806267753845,-0.011057096294648629,0.020110126222964333,0.008715440419028506,0.04724636533734638,0.04464404794172264
times,0.005444109559894771,-0.014116680619104722,0.02861371474711472,0.020075262881612134,0.02284269918754298,0.01967373051004465
hope,-0.014538216876563044,-0.00023481312423007762,0.0011593656240033786,0.01119174441703394,0.0011185387481241827,0.0076021544398204265
broken,0.014680966714484803,-0.008654112623993916,0.0029369837013328817,-0.030680892759297772,-0.009250760783836924,-0.019531624474474492
power,-0.004129985650569275,-0.006143109523090659,0.02277881400452458,0.003112871485887709,0.025361818965434005,-6.626104821304977e-05
easily,-0.02629472103912929,-0.005753541426842878,0.00028769921565421734,0.00531123934975177,0.018420371600057727,0.016106100019883024
neither,-0.011174332582353608,-0.00972424114338096,-0.0045713887585050045,0.0038747400818743513,0.006792702064444902,0.007039745486959242
sight,-0.004135344155692557,0.008567135231962432,0.004848824364538975,-0.016436150899014807,0.008079577920719326,-0.03417292052450729
fire,-0.018380891367139236,0.006480122388501322,-0.018103176727352982,-0.058591853299417136,0.017895263552675896,-0.0004306463007782484
kept,-0.002617624359448453,0.006439027306350093,-0.003235358567829649,0.007492834028924114,0.0014056286497127783,-0.014961183003641763
everything,0.009987012320650902,-0.020348405913246364,-0.012346208057319648,-0.001828824635935324,0.022813402336478262,-0.00266873852031677
disappeared,-0.0299623636332728,-0.004288104692171349,-0.00785596402256052,-0.01028384208694666,-0.007890927243929202,-0.017784243435519487
effect,0.003664226390517618,-0.010481697293926798,0.028644156172344275,0.005781102515534288,0.016875042399805567,-0.00012887910302974658
ground,-0.00903172812502541,0.03496739567968083,-0.025434710554154024,-0.0423158199322927,-0.0005296455442123224,-0.003616141656381476
help,0.0015731009842905016,-0.002555715213441107,-0.004855687101743212,-0.010156456916238695,-0.007252976492686464,-0.006482591903964138
discovered,-0.00896151101666032,-0.006520524308531734,0.004623026668481675,-0.011455125738889144,0.012191564207226837,0.01791527683697619
hold,0.010280245819159789,0.005992086589093708,0.00602538758736409,0.0028942787737823075,0.0010124201141828815,-0.012689774193501018
become,-0.011467738314444777,-0.006065212288199045,0.028729752893069706,0.0058739485443373585,0.03753061772977608,0.00043316592875792696
seem,0.037109655221228145,-0.005413344570453251,0.012994609076855169,0.007041341961962877,0.02436263682219099,-0.007823854038410068
rapidly,-0.01419065496314944,0.006034169006294143,0.006403138380088227,-0.003915965583728049,0.00252620431911326,-0.00813208832846028
waters,-0.0555980993562344,-0.029563579087984307,0.004536118366804168,-0.010783194392814936,-0.005947612820630326,-0.051693526759432236
necessary,-0.03423173888514226,-0.012554131300543597,-0.02019435896844866,0.0011190295984711922,0.040655165000382805,0.03975382080248691
name,-0.0170189834388759,-0.014260872525432166,-0.016343127155253948,0.015086150412718892,0.0035768073387372405,-0.002505680063299212
none,0.016148480170171547,-0.007275735379814065,0.0014224039941992412,-0.0024662192960389633,-0.006441377074628499,-0.0057572106034213975
considerable,-0.015787687106342593,-0.005970317865049175,0.015198727467858551,0.006686694923154106,0.00804608443926369,0.014774324878386194
account,0.0005937927725460766,-0.00926642583259563,0.0075121290278911575,0.012772600916491548,0.002565368728587707,0.010300855694065468
view,0.006971041958040231,0.002273329966362833,0.015922328619257166,-0.0024313292717297276,0.017565849287419683,0.0015413838973334134
midst,-0.030244908959314528,0.019391007005945926,-0.002693043241805101,0.0029827969598087696,-0.020771456280747072,-0.017324619038107735
rate,-0.005479891228322261,-0.0046724065496094565,0.009604851911923189,-0.007112571422268935,0.01572364396852814,-0.0035189483096448285
west,-0.02540320318113123,-0.007794222004268694,-0.012586231192473039,-0.019316375235474796,0.027006075335986177,-0.028598809427391802
running,0.04529425632692948,-0.008735249149739941,-0.003843722525545331,-0.06470813305114763,-0.03546704979561998,-0.021645063408361333
passage,-0.0007733825395990877,-0.014247231325746058,-0.021694802327495995,-0.023698922304321926,-0.004933073066669699,0.002792197847931686
sort,0.04697927322742019,-0.004189798245550484,-0.006450697413390487,-0.011827541542009889,0.04313595769743406,0.002307334948367045
heavy,0.0006018987217443258,0.0026757190860689354,0.007895133992467218,-0.024657028998473118,-0.026397119760064473,-0.011011762446494445
instead,-0.0037154766526808483,-0.0055902589775599755,0.011596544771034629,0.005174114783039202,0.0058006850775200606,0.003956365941371327
answer,0.0036121056076145732,-0.01647551425338984,0.03397670934527847,0.011069586738536155,0.001274384863434909,-0.003031843247997594
wish,-0.009630629728487203,-0.019280101780550802,-0.01971493903772179,0.013556910846879475,0.007997474961933725,-0.014526278888336094
curious,0.014692130340399439,0.0012826770475063624,-0.0020585987637936737,0.007466078834520192,-0.014347575695839472,-0.006390777487073916
thick,-0.006669001840886307,-0.012394838929671083,0.002927532958572675,-0.04422476383283413,-0.015117371640916205,-0.000329070549597184
top,-0.05293266207043327,-0.01907839470898826,-0.06784337607586059,-0.09206633739251174,0.034636734312424096,0.03016481776438167
carried,-0.00853017566071002,-0.0074423816385738965,0.0026834673805847253,-0.004304206401556202,-9.862640325773798e-05,-0.007902751286757726
black,0.07523887467195216,-0.010820423537267337,0.01029382697084579,-0.09528715639390771,-0.028945953992225718,-0.05484118228692835
around,-0.02303420906521424,0.013260447815374695,0.021995781413516918,0.020324481596258555,-0.0009800761354044538,0.011969701883917364
road,0.034717972502496385,-0.01496513355008098,-0.04066660474868325,-0.05363079649691635,-0.0017021984489631816,0.0295580714260956
slowly,0.03721552343454605,-0.005653083899751625,0.006048084346531399,-0.034504846046933706,-0.026842355142087958,-0.026949602230522594
terrible,-0.01595123757289172,-0.013139001279566971,0.01171452858686123,-0.004858173975565385,-0.010977420769272928,0.018210725681407105
living,0.011230808582450949,-0.008350163296661538,0.007967551118723265,-0.012304553125590274,0.021820622015423535,-0.004719212437526875
sudden,0.014530364105923574,-0.005325265799455648,0.00890556948453589,-0.018580495006579094,-0.0057131728610343826,-0.00350982634160105
fresh,-0.01089389744629024,0.0037792142853817034,0.0038295535687892786,-0.008441971024312009,0.009435571845519297,-0.01029681698239993
clear,0.029588722695512604,-0.0037309254360507406,0.012439022075135182,-0.018902034154047575,0.011814267354549175,-0.013013321455173523
minutes,-0.023743502488333335,0.00986065480705079,-0.020723929824811513,0.030251872974699542,-0.0430523353849815,0.015301864409942804
word,-0.005206693424450605,-0.0031324486185016678,0.004299002623682705,0.019943161921953004,0.006302698192453539,0.004354705753052939
words,-0.005768265783211651,-0.014453541734698714,0.004941258758622721,0.016529936082884545,-0.003307716143288049,0.013894807159406318
real,0.011268912629867074,-0.002253379233953147,0.004134846825292804,0.010925556658182397,0.016256603389528716,0.0027858637719271775
presently,0.09687328161843367,-0.013835873723655315,0.02280046021019885,-0.0792182264019812,-0.019593660169791475,-0.02322636653420938
wild,-0.012584164128659567,0.012589535001968227,-0.01386217531646631,-0.034864816750378856,0.021146324520948088,0.007312774979188641
rising,-0.010323461631838634,-0.005355647812983146,0.0019443255714369843,-0.017205407631926743,-0.0032269715393055285,-0.020874034955646575
save,0.03224588897957572,0.005200914557194013,-0.006331398360751581,-0.027870593288229346,-0.009948899255286156,-0.010262498859304523
repeated,0.005775369898392022,-0.004484345407181293,-0.016234355890676025,0.0020527315202037086,-0.006411490744648656,0.004492680102722229
instant,-0.009716291444079667,0.0009015219399059502,-7.946351355141711e-05,0.006803332365368188,-0.01073864464830645,-0.01106144172364392
people,0.17289901460733034,-0.013235684329627765,0.007760251979607078,-0.08586770210912967,0.04951391072149821,-0.04217615783334669
standing,0.028657284048569393,-0.0025361688917897246,-0.0014912281576055576,-0.029249740133058744,-0.02226716415437454,-0.022678247898760853
difficult,-0.011124590310318832,-0.010086081703938743,-0.018849767228301482,-0.00023321991171134477,0.029645463699166798,0.00984127896283777
grew,0.037051037079516964,-0.0013355379479606357,0.017948222155997624,-0.05393772460421135,-0.009693350908160031,-0.01482424993604761
sure,-0.004154593015340635,-0.005219211584102526,-0.004024497092090081,0.011005579067660571,0.01620128599322287,0.002131101135952682
placed,-0.025080192954217435,-0.009144765992887995,-0.00030905406216262895,-0.009278359786142117,-0.003909876527023143,0.0059631710950162784
escape,0.0016999993281701657,0.0016257871654316125,-0.009713975790881338,-0.022938776094764437,0.004337462713483548,-0.004220982862215947
appearance,0.006518544044927714,-0.0001818585648655901,0.003267520179034336,0.0004588366718988357,4.180281114505631e-05,0.013805230988202825
getting,0.00711374958921027,0.004141299150159687,0.003903231352601841,0.014216146174478536,-0.0005267916432670298,-0.00015252382267409416
often,-0.02179437018875985,-0.007674420107409539,-0.010013873113186734,0.002608601122775384,0.02797777932676447,0.001929237598360172
run,0.012710499333157012,0.0007870032278090005,-0.012972550722883667,-0.013346683050529445,-0.00871145786652902,-0.0030866018179452667
atmosphere,-0.02488230340391182,0.011035612764833872,0.07538777423800112,0.01866026690152683,0.01138122747377338,0.0033856225960405975
others,0.00914350964820618,-0.009043409889639172,0.005179384855666891,-0.007978736530560294,0.019184362731865006,-0.000699823791432562
glass,0.03611748797272118,-0.0015913769983077017,0.03713667882977435,-0.02109142945680642,-0.028258098244004833,-0.009511451019718085
fine,-0.010080970006528066,0.019677908072885615,-0.027441941687480507,0.003320638548055085,0.04728135947292866,-0.008799318702139654
reply,-0.025218594859300062,-0.012546465047616218,0.02123153218665473,0.02196889303542118,0.010748863193782933,0.031213263928246283
thus,-0.04259325242221751,-0.0001243130689184464,-0.009173735883303287,0.0025019425832012313,0.00899213248900995,-0.006461250378787444
beyond,0.02909732257310449,-0.008637394542741237,0.013569396686616619,-0.020882236150974995,0.015904694169671132,-0.021769403235436878
making,-0.0009185216430852838,-0.0050836171709826425,0.0016614428585449445,0.001370375906121983,0.010564005888003093,0.002962067249881155
continued,-0.0274915130679101,-0.0158429557582754,0.021983972870162398,0.03070187121212266,0.005906183236923852,0.007789252478740896
coast,-0.091009741884817,-0.021348610208646895,-0.030491409951865247,-0.02418047231940555,0.012812728093518924,-0.08837447383816481
oh,0.0012208222303170487,0.013225239352759958,-0.005814985917007644,0.01905211995967085,0.018082449599025316,-0.0071172574396194
