term_str,n,pos_max,pos_group,df,dfidf
brusque,2,NN,NN,2,15.19237951228882
transplant,2,VB,VB,2,15.19237951228882
oration,2,NN,NN,2,15.19237951228882
mountaineers,2,VB,VB,2,15.19237951228882
garrisons,2,NN,NN,2,15.19237951228882
kiel,2,NNP,NN,1,8.59618975614441
hamburger,2,NNP,NN,2,15.19237951228882
functionaries,2,NNS,NN,1,8.59618975614441
lodgings,2,NN,NN,2,15.19237951228882
unfastening,2,VBG,VB,2,15.19237951228882
reconnoissance,2,NN,NN,1,8.59618975614441
haziness,2,NN,NN,2,15.19237951228882
arrobas,2,NN,NN,2,15.19237951228882
interrogate,2,VB,VB,2,15.19237951228882
defender,2,NN,NN,2,15.19237951228882
chum,2,NN,NN,1,8.59618975614441
realizing,2,VBG,VB,2,15.19237951228882
fox,2,NN,NN,2,15.19237951228882
precluded,2,VBD,VB,2,15.19237951228882
nomination,2,NN,NN,2,15.19237951228882
nyassa,2,NNP,NN,2,15.19237951228882
extricate,2,VB,VB,2,15.19237951228882
colpeo,2,NN,NN,1,8.59618975614441
normandy,2,NNP,NN,2,15.19237951228882
deferentially,2,NN,NN,2,15.19237951228882
cyrano,2,NNP,NN,2,15.19237951228882
intrusion,2,NN,NN,2,15.19237951228882
overfall,2,NN,NN,1,8.59618975614441
insensibly,2,RB,RB,2,15.19237951228882
factitious,2,JJ,JJ,2,15.19237951228882
fascination,2,NN,NN,2,15.19237951228882
authentic,2,NN,NN,2,15.19237951228882
currency,2,NN,NN,2,15.19237951228882
faidherbe,2,NNP,NN,1,8.59618975614441
engaging,2,VBG,VB,2,15.19237951228882
ills,2,NN,NN,2,15.19237951228882
boathooks,2,NN,NN,2,15.19237951228882
sheridan,2,NNP,NN,2,15.19237951228882
publications,2,NNS,NN,2,15.19237951228882
granddaughter,2,NN,NN,1,8.59618975614441
soliloquized,2,VBZ,VB,2,15.19237951228882
mainspring,2,NN,NN,2,15.19237951228882
sticking,2,VBG,VB,2,15.19237951228882
engendered,2,VBN,VB,2,15.19237951228882
expulsion,2,NN,NN,2,15.19237951228882
spilled,2,VBD,VB,2,15.19237951228882
nostalgia,2,PDT,PD,2,15.19237951228882
mercantile,2,NN,NN,2,15.19237951228882
shrinking,2,VBG,VB,2,15.19237951228882
ranging,2,NN,NN,2,15.19237951228882
periselene,2,NNP,NN,1,8.59618975614441
rags,2,NN,NN,2,15.19237951228882
extemporized,2,JJ,JJ,2,15.19237951228882
creaking,2,NN,NN,2,15.19237951228882
overran,2,VBD,VB,2,15.19237951228882
renfrew,2,NNP,NN,2,15.19237951228882
bunsens,2,NNP,NN,1,8.59618975614441
frothy,2,NN,NN,2,15.19237951228882
execrable,2,JJ,JJ,2,15.19237951228882
headgear,2,NN,NN,2,15.19237951228882
fluently,2,RB,RB,2,15.19237951228882
bambarra,2,NNP,NN,2,15.19237951228882
25000,2,CD,CD,2,15.19237951228882
hastening,2,VBG,VB,2,15.19237951228882
environing,2,VBG,VB,2,15.19237951228882
consuming,2,VBG,VB,2,15.19237951228882
lincolns,2,NNP,NN,2,15.19237951228882
poorer,2,NN,NN,2,15.19237951228882
loaders,2,NN,NN,2,15.19237951228882
keels,2,NN,NN,2,15.19237951228882
69,2,CD,CD,2,15.19237951228882
affinity,2,NN,NN,2,15.19237951228882
tepid,2,NN,NN,2,15.19237951228882
opportune,2,NN,NN,2,15.19237951228882
asserts,2,VBZ,VB,2,15.19237951228882
relighted,2,VBD,VB,2,15.19237951228882
intimation,2,NN,NN,2,15.19237951228882
deity,2,NN,NN,2,15.19237951228882
curiboca,2,VBP,VB,1,8.59618975614441
slunk,2,VBD,VB,2,15.19237951228882
bitten,2,VBN,VB,2,15.19237951228882
screens,2,NN,NN,2,15.19237951228882
fortuitous,2,JJ,JJ,2,15.19237951228882
prophetic,2,JJ,JJ,2,15.19237951228882
corrosive,2,JJ,JJ,2,15.19237951228882
hotly,2,RB,RB,2,15.19237951228882
audibly,2,NN,NN,2,15.19237951228882
array,2,NN,NN,2,15.19237951228882
riddles,2,NN,NN,2,15.19237951228882
precipitate,2,VB,VB,2,15.19237951228882
unacknowledged,2,JJ,JJ,2,15.19237951228882
escorting,2,VBG,VB,2,15.19237951228882
pandemonium,2,NN,NN,2,15.19237951228882
selection,2,NN,NN,2,15.19237951228882
morbid,2,NN,NN,2,15.19237951228882
furo,2,NN,NN,2,15.19237951228882
lightest,2,JJS,JJ,2,15.19237951228882
bantering,2,NN,NN,2,15.19237951228882
arnaud,2,NNP,NN,2,15.19237951228882
participating,2,NN,NN,2,15.19237951228882
docility,2,NN,NN,2,15.19237951228882
depriving,2,VBG,VB,2,15.19237951228882
bunks,2,NN,NN,1,8.59618975614441
aids,2,VBZ,VB,2,15.19237951228882
comments,2,NN,NN,2,15.19237951228882
perturbations,2,NNS,NN,2,15.19237951228882
housekeeper,2,NN,NN,2,15.19237951228882
episode,2,NN,NN,2,15.19237951228882
doo,2,NN,NN,2,15.19237951228882
spires,2,NN,NN,2,15.19237951228882
diversion,2,NN,NN,2,15.19237951228882
oreography,2,NN,NN,2,15.19237951228882
draped,2,VBD,VB,2,15.19237951228882
impertinent,2,NN,NN,2,15.19237951228882
benighted,2,JJ,JJ,2,15.19237951228882
evoked,2,VBD,VB,2,15.19237951228882
israelite,2,NNP,NN,2,15.19237951228882
anticipating,2,VBG,VB,2,15.19237951228882
beware,2,NN,NN,2,15.19237951228882
bulwark,2,NN,NN,2,15.19237951228882
em,2,PRP,PR,1,8.59618975614441
moisten,2,VB,VB,2,15.19237951228882
mastons,2,NNP,NN,2,15.19237951228882
testing,2,VBG,VB,2,15.19237951228882
guadaloupe,2,NNP,NN,2,15.19237951228882
bout,2,VB,VB,2,15.19237951228882
automaton,2,NN,NN,2,15.19237951228882
frenchwoman,2,NNP,NN,1,8.59618975614441
clustering,2,NN,NN,2,15.19237951228882
annoy,2,VB,VB,2,15.19237951228882
poised,2,VBN,VB,2,15.19237951228882
tuck,2,VB,VB,2,15.19237951228882
rugs,2,NN,NN,2,15.19237951228882
grandson,2,NN,NN,2,15.19237951228882
plus,2,CC,CC,2,15.19237951228882
prevails,2,VBZ,VB,2,15.19237951228882
assemble,2,VB,VB,2,15.19237951228882
crisp,2,NN,NN,2,15.19237951228882
heather,2,NN,NN,2,15.19237951228882
encountering,2,VBG,VB,2,15.19237951228882
compromising,2,VBG,VB,2,15.19237951228882
assembling,2,VBG,VB,2,15.19237951228882
cream,2,NN,NN,2,15.19237951228882
cheerless,2,VB,VB,2,15.19237951228882
scaphander,2,NN,NN,1,8.59618975614441
unnoticed,2,JJ,JJ,2,15.19237951228882
densest,2,JJS,JJ,2,15.19237951228882
mouldering,2,VBG,VB,2,15.19237951228882
zoological,2,NNP,NN,2,15.19237951228882
erections,2,NN,NN,2,15.19237951228882
puny,2,NN,NN,2,15.19237951228882
interrogated,2,VBD,VB,2,15.19237951228882
bari,2,CD,CD,1,8.59618975614441
nauvoo,2,NNP,NN,1,8.59618975614441
oysterpuff,2,NNP,NN,1,8.59618975614441
maury,2,NNP,NN,2,15.19237951228882
singularity,2,NN,NN,2,15.19237951228882
powders,2,NN,NN,1,8.59618975614441
junior,2,VBZ,VB,1,8.59618975614441
moody,2,NN,NN,2,15.19237951228882
wail,2,NN,NN,2,15.19237951228882
jerking,2,NN,NN,2,15.19237951228882
approximating,2,VBG,VB,2,15.19237951228882
jovians,2,NNP,NN,1,8.59618975614441
reverberating,2,NN,NN,2,15.19237951228882
lace,2,NN,NN,2,15.19237951228882
rueful,2,JJ,JJ,2,15.19237951228882
preconcerted,2,JJ,JJ,2,15.19237951228882
skulls,2,VBZ,VB,2,15.19237951228882
jones,2,NNP,NN,2,15.19237951228882
quignon,2,NNP,NN,1,8.59618975614441
1840,2,CD,CD,2,15.19237951228882
mackintosh,2,NN,NN,1,8.59618975614441
condense,2,VB,VB,2,15.19237951228882
inspires,2,VBZ,VB,2,15.19237951228882
previsions,2,NNS,NN,2,15.19237951228882
inlet,2,NN,NN,2,15.19237951228882
rockfish,2,NN,NN,2,15.19237951228882
discomfited,2,VBD,VB,2,15.19237951228882
candirus,2,VBP,VB,2,15.19237951228882
squarely,2,RB,RB,2,15.19237951228882
punishment,2,NN,NN,2,15.19237951228882
prizes,2,NN,NN,2,15.19237951228882
plunderers,2,NN,NN,2,15.19237951228882
cited,2,VBD,VB,2,15.19237951228882
zinder,2,NNP,NN,1,8.59618975614441
subsidy,2,NN,NN,2,15.19237951228882
habitually,2,RB,RB,2,15.19237951228882
bedchamber,2,VBD,VB,2,15.19237951228882
behar,2,NNP,NN,1,8.59618975614441
heeled,2,VBD,VB,2,15.19237951228882
massing,2,NN,NN,2,15.19237951228882
dictation,2,NN,NN,1,8.59618975614441
convoys,2,NN,NN,2,15.19237951228882
moonlit,2,NN,NN,2,15.19237951228882
madonna,2,NNP,NN,2,15.19237951228882
buttresses,2,NN,NN,2,15.19237951228882
scaring,2,VBG,VB,2,15.19237951228882
articulation,2,NN,NN,2,15.19237951228882
heal,2,VB,VB,2,15.19237951228882
scoria,2,JJ,JJ,2,15.19237951228882
afflicted,2,VBN,VB,2,15.19237951228882
mattocks,2,NN,NN,2,15.19237951228882
irascible,2,RB,RB,2,15.19237951228882
penguins,2,NNS,NN,2,15.19237951228882
usurer,2,VBZ,VB,2,15.19237951228882
dividers,2,NNS,NN,1,8.59618975614441
statistical,2,NNP,NN,2,15.19237951228882
parfait,2,NNP,NN,1,8.59618975614441
morals,2,NN,NN,2,15.19237951228882
screech,2,NN,NN,2,15.19237951228882
millimeters,2,NNS,NN,1,8.59618975614441
surveys,2,NN,NN,2,15.19237951228882
exchequer,2,NN,NN,2,15.19237951228882
min,2,NN,NN,1,8.59618975614441
girth,2,NN,NN,2,15.19237951228882
guilt,2,NN,NN,2,15.19237951228882
unwelcome,2,JJ,JJ,2,15.19237951228882
uttermost,2,NN,NN,2,15.19237951228882
coruscating,2,VBG,VB,2,15.19237951228882
exempted,2,VBN,VB,2,15.19237951228882
havoc,2,NN,NN,2,15.19237951228882
barrows,2,NNS,NN,2,15.19237951228882
pedestrians,2,NN,NN,2,15.19237951228882
precepts,2,NNS,NN,2,15.19237951228882
reveille,2,NN,NN,2,15.19237951228882
squabble,2,VB,VB,2,15.19237951228882
squad,2,NN,NN,1,8.59618975614441
achievement,2,NN,NN,2,15.19237951228882
divergent,2,VBP,VB,1,8.59618975614441
roofed,2,VBP,VB,2,15.19237951228882
intemperance,2,NN,NN,2,15.19237951228882
implicitly,2,RB,RB,2,15.19237951228882
senora,2,NNP,NN,2,15.19237951228882
auxiliary,2,NN,NN,2,15.19237951228882
algebraic,2,NN,NN,2,15.19237951228882
chapuis,2,NNP,NN,1,8.59618975614441
motionlessly,2,RB,RB,2,15.19237951228882
sourer,2,NN,NN,1,8.59618975614441
interfering,2,NN,NN,2,15.19237951228882
mon,2,NN,NN,2,15.19237951228882
aqueous,2,JJ,JJ,2,15.19237951228882
northwestward,2,NN,NN,2,15.19237951228882
itching,2,NN,NN,2,15.19237951228882
calton,2,NNP,NN,1,8.59618975614441
geodesic,2,JJ,JJ,2,15.19237951228882
curtius,2,NN,NN,1,8.59618975614441
jockeys,2,NN,NN,1,8.59618975614441
strew,2,VB,VB,2,15.19237951228882
ludicrous,2,JJ,JJ,2,15.19237951228882
drinkable,2,JJ,JJ,2,15.19237951228882
portico,2,NN,NN,2,15.19237951228882
corps,2,NN,NN,2,15.19237951228882
dealings,2,NNS,NN,2,15.19237951228882
pickle,2,VB,VB,2,15.19237951228882
nonplussed,2,DT,DT,2,15.19237951228882
rancor,2,NN,NN,2,15.19237951228882
fazenders,2,JJ,JJ,2,15.19237951228882
pantomime,2,NN,NN,2,15.19237951228882
prickles,2,NN,NN,2,15.19237951228882
kilimandjaro,2,NNP,NN,2,15.19237951228882
favorites,2,NNS,NN,1,8.59618975614441
penetrative,2,JJ,JJ,2,15.19237951228882
monto,2,NNP,NN,1,8.59618975614441
snicker,2,NN,NN,1,8.59618975614441
woodmens,2,NN,NN,2,15.19237951228882
brutal,2,JJ,JJ,2,15.19237951228882
surly,2,JJ,JJ,2,15.19237951228882
ornamenting,2,VBG,VB,2,15.19237951228882
scold,2,VB,VB,1,8.59618975614441
footprint,2,NN,NN,2,15.19237951228882
acquainting,2,VBG,VB,2,15.19237951228882
ruthlessly,2,RB,RB,2,15.19237951228882
remittance,2,NN,NN,1,8.59618975614441
mourzouk,2,NNP,NN,2,15.19237951228882
pert,2,JJ,JJ,2,15.19237951228882
imply,2,VB,VB,2,15.19237951228882
breathable,2,JJ,JJ,1,8.59618975614441
savoury,2,NN,NN,2,15.19237951228882
tumblers,2,NN,NN,2,15.19237951228882
grinning,2,VBG,VB,2,15.19237951228882
comprise,2,VB,VB,2,15.19237951228882
merest,2,JJS,JJ,2,15.19237951228882
alexander,2,NNP,NN,2,15.19237951228882
balloonthat,2,DT,DT,2,15.19237951228882
toad,2,IN,IN,2,15.19237951228882
restricted,2,NN,NN,2,15.19237951228882
mincemeat,2,NN,NN,2,15.19237951228882
magnetized,2,VBN,VB,2,15.19237951228882
react,2,VB,VB,2,15.19237951228882
conference,2,NN,NN,2,15.19237951228882
stirrups,2,NN,NN,2,15.19237951228882
malcontent,2,NN,NN,2,15.19237951228882
covetousness,2,NN,NN,2,15.19237951228882
trough,2,NN,NN,2,15.19237951228882
whaling,2,VBG,VB,2,15.19237951228882
robed,2,NN,NN,2,15.19237951228882
smoothly,2,RB,RB,2,15.19237951228882
annexed,2,VBD,VB,2,15.19237951228882
ovens,2,JJ,JJ,1,8.59618975614441
5600,2,CD,CD,2,15.19237951228882
presiding,2,VBZ,VB,2,15.19237951228882
bagatelle,2,NN,NN,2,15.19237951228882
purifying,2,VBG,VB,2,15.19237951228882
pricked,2,VBD,VB,2,15.19237951228882
cooperate,2,VB,VB,2,15.19237951228882
alloa,2,NNP,NN,2,15.19237951228882
cruelty,2,NN,NN,2,15.19237951228882
sideways,2,VBZ,VB,2,15.19237951228882
acclimatize,2,VB,VB,2,15.19237951228882
equipment,2,NN,NN,2,15.19237951228882
erfurt,2,NNP,NN,2,15.19237951228882
joams,2,NNP,NN,2,15.19237951228882
peasant,2,NN,NN,2,15.19237951228882
despairingly,2,RB,RB,2,15.19237951228882
overpower,2,IN,IN,2,15.19237951228882
plutarch,2,NNP,NN,2,15.19237951228882
don,2,NNP,NN,2,15.19237951228882
decamped,2,VBD,VB,2,15.19237951228882
bergerac,2,NNP,NN,2,15.19237951228882
instructing,2,NN,NN,2,15.19237951228882
quintillion,2,NN,NN,1,8.59618975614441
persuasive,2,JJ,JJ,2,15.19237951228882
monumental,2,JJ,JJ,2,15.19237951228882
infused,2,VBD,VB,2,15.19237951228882
grimacing,2,NN,NN,2,15.19237951228882
calking,2,VBG,VB,2,15.19237951228882
neds,2,NNP,NN,2,15.19237951228882
branchlets,2,NN,NN,2,15.19237951228882
pliny,2,NNP,NN,2,15.19237951228882
scarf,2,NN,NN,2,15.19237951228882
vex,2,IN,IN,2,15.19237951228882
fluctuations,2,NNS,NN,2,15.19237951228882
contusions,2,NN,NN,2,15.19237951228882
esperance,2,NNP,NN,1,8.59618975614441
clew,2,NN,NN,2,15.19237951228882
melville,2,NNP,NN,2,15.19237951228882
humanly,2,RB,RB,2,15.19237951228882
birch,2,NN,NN,2,15.19237951228882
casket,2,NN,NN,2,15.19237951228882
toiled,2,VBD,VB,2,15.19237951228882
caving,2,NN,NN,2,15.19237951228882
membrane,2,NN,NN,2,15.19237951228882
basalts,2,NNS,NN,2,15.19237951228882
kicking,2,VBG,VB,2,15.19237951228882
kyrkoherde,2,NNP,NN,1,8.59618975614441
acrimony,2,NN,NN,2,15.19237951228882
shiny,2,NN,NN,2,15.19237951228882
infants,2,NN,NN,2,15.19237951228882
gnarled,2,VBN,VB,2,15.19237951228882
foiled,2,VBN,VB,2,15.19237951228882
gimcracks,2,NNS,NN,1,8.59618975614441
paralytic,2,JJ,JJ,2,15.19237951228882
luminaries,2,NN,NN,2,15.19237951228882
moffat,2,NNP,NN,2,15.19237951228882
sniffing,2,NN,NN,2,15.19237951228882
defect,2,NN,NN,2,15.19237951228882
pausing,2,NN,NN,2,15.19237951228882
hottentots,2,NNP,NN,2,15.19237951228882
losses,2,NN,NN,2,15.19237951228882
parrott,2,NNP,NN,2,15.19237951228882
falkland,2,NNP,NN,2,15.19237951228882
coadjutor,2,NN,NN,1,8.59618975614441
laterally,2,RB,RB,2,15.19237951228882
applications,2,NNS,NN,2,15.19237951228882
immortalized,2,VBN,VB,2,15.19237951228882
passports,2,NNP,NN,1,8.59618975614441
630000,2,CD,CD,1,8.59618975614441
encroaching,2,NN,NN,2,15.19237951228882
110,2,CD,CD,2,15.19237951228882
sot,2,NN,NN,2,15.19237951228882
hears,2,VBZ,VB,2,15.19237951228882
palus,2,JJ,JJ,2,15.19237951228882
gentleness,2,NN,NN,2,15.19237951228882
undiminished,2,JJ,JJ,2,15.19237951228882
artful,2,NN,NN,2,15.19237951228882
impede,2,VB,VB,2,15.19237951228882
crashes,2,NN,NN,2,15.19237951228882
beetling,2,NN,NN,2,15.19237951228882
quoth,2,DT,DT,2,15.19237951228882
shopkeepers,2,NN,NN,2,15.19237951228882
ebbs,2,RB,RB,2,15.19237951228882
flagging,2,NN,NN,2,15.19237951228882
displeasing,2,VBG,VB,2,15.19237951228882
brownie,2,NN,NN,2,15.19237951228882
paltry,2,NN,NN,2,15.19237951228882
oracle,2,NN,NN,2,15.19237951228882
player,2,NN,NN,2,15.19237951228882
goggle,2,VBP,VB,2,15.19237951228882
protruded,2,VBD,VB,2,15.19237951228882
diffusion,2,NN,NN,2,15.19237951228882
supremely,2,RB,RB,2,15.19237951228882
rumpled,2,NN,NN,2,15.19237951228882
phyj,2,NNP,NN,1,8.59618975614441
dickson,2,NNP,NN,2,15.19237951228882
rehabilitate,2,VB,VB,2,15.19237951228882
hs,2,NN,NN,1,8.59618975614441
interlacement,2,NN,NN,2,15.19237951228882
mayen,2,NNP,NN,2,15.19237951228882
maestro,2,NN,NN,2,15.19237951228882
54,2,CD,CD,2,15.19237951228882
girdles,2,NN,NN,1,8.59618975614441
exaggeration,2,VB,VB,2,15.19237951228882
originating,2,VBG,VB,2,15.19237951228882
seaworthy,2,NN,NN,2,15.19237951228882
cashmere,2,NN,NN,2,15.19237951228882
puritan,2,NNP,NN,2,15.19237951228882
barby,2,NNP,NN,2,15.19237951228882
lauture,2,NNP,NN,2,15.19237951228882
longitudes,2,NN,NN,2,15.19237951228882
exclusive,2,JJ,JJ,2,15.19237951228882
lacus,2,NN,NN,1,8.59618975614441
dante,2,NNP,NN,2,15.19237951228882
cleverness,2,NN,NN,2,15.19237951228882
obligingly,2,RB,RB,2,15.19237951228882
infusion,2,NN,NN,2,15.19237951228882
excites,2,VBZ,VB,2,15.19237951228882
dilapidated,2,VBD,VB,2,15.19237951228882
casualties,2,NNS,NN,2,15.19237951228882
captives,2,NN,NN,2,15.19237951228882
31,2,CD,CD,2,15.19237951228882
unprovided,2,JJ,JJ,2,15.19237951228882
purchaser,2,NN,NN,2,15.19237951228882
flocked,2,VBD,VB,2,15.19237951228882
mineralization,2,NN,NN,2,15.19237951228882
waistband,2,NN,NN,2,15.19237951228882
saddled,2,VBD,VB,2,15.19237951228882
snugly,2,RB,RB,2,15.19237951228882
defects,2,NNS,NN,2,15.19237951228882
shirking,2,VBG,VB,2,15.19237951228882
bids,2,VBZ,VB,2,15.19237951228882
swords,2,NN,NN,1,8.59618975614441
campbell,2,NNP,NN,2,15.19237951228882
staggered,2,VBD,VB,2,15.19237951228882
skaters,2,NN,NN,1,8.59618975614441
choosing,2,VBG,VB,2,15.19237951228882
mormonism,2,NNP,NN,1,8.59618975614441
intent,2,NN,NN,2,15.19237951228882
predestined,2,VBN,VB,2,15.19237951228882
button,2,NN,NN,2,15.19237951228882
freshens,2,VBZ,VB,2,15.19237951228882
1872,2,CD,CD,2,15.19237951228882
roubles,2,VBZ,VB,2,15.19237951228882
knitting,2,VBG,VB,2,15.19237951228882
harangue,2,NN,NN,2,15.19237951228882
cloths,2,NN,NN,2,15.19237951228882
womanly,2,RB,RB,1,8.59618975614441
grassy,2,JJ,JJ,2,15.19237951228882
deeds,2,NN,NN,2,15.19237951228882
pours,2,VBZ,VB,2,15.19237951228882
1770,2,CD,CD,2,15.19237951228882
negligence,2,NN,NN,2,15.19237951228882
collapse,2,VB,VB,2,15.19237951228882
smilax,2,NN,NN,2,15.19237951228882
inauguration,2,NN,NN,2,15.19237951228882
unavailing,2,IN,IN,2,15.19237951228882
lombardy,2,NNP,NN,2,15.19237951228882
prosperously,2,RB,RB,2,15.19237951228882
piers,2,NN,NN,2,15.19237951228882
enticed,2,VBN,VB,2,15.19237951228882
spurts,2,NNS,NN,2,15.19237951228882
outskirts,2,NNS,NN,2,15.19237951228882
sobbed,2,VBD,VB,2,15.19237951228882
gauge,2,NN,NN,2,15.19237951228882
stoical,2,JJ,JJ,2,15.19237951228882
claret,2,NN,NN,2,15.19237951228882
straightened,2,VBD,VB,2,15.19237951228882
subsequent,2,JJ,JJ,2,15.19237951228882
loins,2,NN,NN,2,15.19237951228882
restlessness,2,NN,NN,1,8.59618975614441
incidental,2,VBP,VB,2,15.19237951228882
funereal,2,NN,NN,2,15.19237951228882
convents,2,NNS,NN,2,15.19237951228882
regaled,2,VBD,VB,2,15.19237951228882
adverse,2,IN,IN,2,15.19237951228882
crowding,2,NN,NN,2,15.19237951228882
doleful,2,JJ,JJ,2,15.19237951228882
annexia,2,NNP,NN,2,15.19237951228882
naples,2,NNP,NN,2,15.19237951228882
sententious,2,NN,NN,2,15.19237951228882
twining,2,VBG,VB,2,15.19237951228882
sorrows,2,NNS,NN,2,15.19237951228882
apron,2,NN,NN,2,15.19237951228882
customer,2,NN,NN,2,15.19237951228882
tapera,2,NNP,NN,2,15.19237951228882
yellowed,2,VBN,VB,2,15.19237951228882
reverence,2,NN,NN,2,15.19237951228882
semicircle,2,NN,NN,2,15.19237951228882
lease,2,VB,VB,1,8.59618975614441
inclosed,2,VBD,VB,2,15.19237951228882
imprint,2,NN,NN,2,15.19237951228882
healthful,2,JJ,JJ,2,15.19237951228882
weighty,2,NN,NN,2,15.19237951228882
melodious,2,JJ,JJ,2,15.19237951228882
tasting,2,VBG,VB,2,15.19237951228882
encouragements,2,NNS,NN,2,15.19237951228882
calves,2,NNS,NN,2,15.19237951228882
thibet,2,NNP,NN,2,15.19237951228882
meteorological,2,VB,VB,2,15.19237951228882
recede,2,VB,VB,2,15.19237951228882
sneered,2,VBD,VB,2,15.19237951228882
mussulman,2,NNP,NN,2,15.19237951228882
paleontology,2,VB,VB,1,8.59618975614441
ponder,2,VB,VB,2,15.19237951228882
stroked,2,VBD,VB,2,15.19237951228882
procuring,2,VBG,VB,2,15.19237951228882
ras,2,NNP,NN,1,8.59618975614441
commenting,2,VBG,VB,2,15.19237951228882
jungle,2,NN,NN,2,15.19237951228882
bushel,2,NN,NN,2,15.19237951228882
golconda,2,NNP,NN,1,8.59618975614441
inventing,2,VBG,VB,2,15.19237951228882
pastimes,2,NN,NN,2,15.19237951228882
ensured,2,VBD,VB,2,15.19237951228882
repass,2,VB,VB,2,15.19237951228882
theft,2,NN,NN,2,15.19237951228882
nerved,2,VBN,VB,2,15.19237951228882
dissipate,2,VB,VB,2,15.19237951228882
mowed,2,VBD,VB,2,15.19237951228882
jose,2,NNP,NN,2,15.19237951228882
fullest,2,JJS,JJ,2,15.19237951228882
calculus,2,NNP,NN,1,8.59618975614441
awaking,2,VBG,VB,2,15.19237951228882
moldings,2,NN,NN,2,15.19237951228882
miasmas,2,NN,NN,2,15.19237951228882
dismasted,2,VBN,VB,1,8.59618975614441
sofas,2,NN,NN,2,15.19237951228882
selkirk,2,NNP,NN,2,15.19237951228882
6000000000,2,CD,CD,1,8.59618975614441
painters,2,NN,NN,1,8.59618975614441
tahiti,2,NNP,NN,2,15.19237951228882
60000,2,CD,CD,2,15.19237951228882
conceivable,2,JJ,JJ,2,15.19237951228882
knack,2,NN,NN,1,8.59618975614441
genie,2,NN,NN,2,15.19237951228882
hinted,2,VBD,VB,2,15.19237951228882
prosecuting,2,VBG,VB,2,15.19237951228882
dishevelled,2,VBD,VB,2,15.19237951228882
pony,2,NN,NN,2,15.19237951228882
shaving,2,JJ,JJ,2,15.19237951228882
tun,2,NN,NN,1,8.59618975614441
circuits,2,NNS,NN,2,15.19237951228882
repartees,2,NN,NN,2,15.19237951228882
pelusium,2,NNP,NN,2,15.19237951228882
liquids,2,NNS,NN,2,15.19237951228882
annihilate,2,VB,VB,2,15.19237951228882
epithets,2,NN,NN,2,15.19237951228882
leeks,2,NN,NN,2,15.19237951228882
rebel,2,NN,NN,2,15.19237951228882
propitiatory,2,NN,NN,2,15.19237951228882
vaster,2,VBP,VB,2,15.19237951228882
425,2,CD,CD,2,15.19237951228882
gangway,2,NN,NN,2,15.19237951228882
forked,2,JJ,JJ,2,15.19237951228882
elucidation,2,RB,RB,2,15.19237951228882
sidewalks,2,NN,NN,1,8.59618975614441
reverently,2,RB,RB,2,15.19237951228882
authorized,2,VBD,VB,2,15.19237951228882
grieved,2,VBD,VB,2,15.19237951228882
noose,2,RB,RB,2,15.19237951228882
davis,2,NNP,NN,1,8.59618975614441
uninteresting,2,JJ,JJ,2,15.19237951228882
padding,2,NN,NN,2,15.19237951228882
ibises,2,VBZ,VB,2,15.19237951228882
mater,2,NNP,NN,2,15.19237951228882
hushed,2,VBN,VB,2,15.19237951228882
prawns,2,NN,NN,2,15.19237951228882
cordiality,2,NN,NN,2,15.19237951228882
dullness,2,NN,NN,2,15.19237951228882
screaming,2,NN,NN,2,15.19237951228882
brazier,2,NN,NN,2,15.19237951228882
flit,2,VB,VB,2,15.19237951228882
lybia,2,NNP,NN,2,15.19237951228882
terrestre,2,NN,NN,1,8.59618975614441
southwards,2,VB,VB,2,15.19237951228882
hamlets,2,NNS,NN,2,15.19237951228882
floridans,2,NNP,NN,2,15.19237951228882
selenographers,2,NN,NN,1,8.59618975614441
authoritatively,2,NN,NN,2,15.19237951228882
sepoys,2,NN,NN,1,8.59618975614441
reliance,2,NN,NN,2,15.19237951228882
grinder,2,NN,NN,2,15.19237951228882
enterprises,2,NN,NN,2,15.19237951228882
infectious,2,JJ,JJ,2,15.19237951228882
profundity,2,NN,NN,2,15.19237951228882
vocabulary,2,NN,NN,2,15.19237951228882
worldly,2,RB,RB,2,15.19237951228882
feverishly,2,RB,RB,2,15.19237951228882
tricks,2,NN,NN,2,15.19237951228882
turban,2,NN,NN,2,15.19237951228882
sleek,2,JJ,JJ,2,15.19237951228882
boom,2,NN,NN,2,15.19237951228882
trotted,2,VBD,VB,2,15.19237951228882
riley,2,NNP,NN,2,15.19237951228882
rowing,2,VBP,VB,2,15.19237951228882
scotchwoman,2,NNP,NN,2,15.19237951228882
monroe,2,NNP,NN,1,8.59618975614441
twined,2,VBD,VB,2,15.19237951228882
equation,2,NN,NN,1,8.59618975614441
bundle,2,NN,NN,2,15.19237951228882
1825,2,CD,CD,2,15.19237951228882
acceleration,2,NN,NN,1,8.59618975614441
surmises,2,NN,NN,2,15.19237951228882
muddy,2,NN,NN,2,15.19237951228882
strayed,2,VBN,VB,2,15.19237951228882
unravel,2,VB,VB,2,15.19237951228882
denoting,2,VBG,VB,2,15.19237951228882
californian,2,NN,NN,2,15.19237951228882
perpetrator,2,NN,NN,2,15.19237951228882
dorado,2,NNP,NN,1,8.59618975614441
inventor,2,NN,NN,2,15.19237951228882
wyoming,2,NNP,NN,2,15.19237951228882
caysuma,2,CD,CD,2,15.19237951228882
broadly,2,RB,RB,2,15.19237951228882
slings,2,NNS,NN,1,8.59618975614441
