term_str,n,pos_max,pos_group,df,dfidf
pit,127,NN,NN,41,89.76304066605168
passage,127,NN,NN,58,97.95698095608374
further,126,JJ,JJ,62,98.74728526904721
empty,126,JJ,JJ,67,99.2139530518009
reason,126,NN,NN,61,98.58558446180977
property,126,NN,NN,28,76.70710705924091
ought,126,MD,MD,48,94.17273403999107
brother,126,NN,NN,23,69.53664758810434
realised,126,VBD,VB,74,98.97064097514283
changed,125,VBN,VB,68,99.24135006733621
sitting,125,VBG,VB,70,99.2328010059869
marriage,125,NN,NN,14,52.353553529620456
isnt,125,NN,NN,44,91.84836501501493
watched,125,VBD,VB,66,99.16502247492609
gallery,125,NN,NN,30,79.20011592837355
hope,124,NN,NN,67,99.2139530518009
foot,124,NN,NN,73,99.06610277355622
exactly,124,RB,RB,56,97.41421411848182
west,124,NN,NN,52,96.01564657082031
master,123,NNP,NN,43,91.18707732297815
else,123,RB,RB,60,98.40023185674708
known,123,VBN,VB,59,98.19083322102193
lower,122,JJR,JJ,64,99.00124543280874
mankind,122,NN,NN,31,80.3736426345236
hung,122,NN,NN,65,99.09423204584684
makes,122,VBZ,VB,43,91.18707732297815
bridge,122,NN,NN,46,93.07329517620869
physical,122,JJ,JJ,38,87.36074396487395
creature,121,NN,NN,58,97.95698095608374
hot,121,JJ,JJ,69,99.24753021455328
thin,121,JJ,JJ,65,99.09423204584684
mental,121,JJ,JJ,48,94.17273403999107
six,121,CD,CD,75,98.85568270438168
particularly,121,RB,RB,55,97.10441104996373
lights,121,NNS,NN,44,91.84836501501493
marvel,121,NNP,NN,18,60.785450252015835
rising,120,VBG,VB,60,98.40023185674708
wonderful,120,JJ,JJ,56,97.41421411848182
hes,120,NN,NN,45,92.47686136010829
machines,120,NNS,NN,47,93.63836358586997
begin,120,VB,VB,59,98.19083322102193
brown,120,JJ,JJ,67,99.2139530518009
aside,120,RB,RB,74,98.97064097514283
dozen,120,NN,NN,60,98.40023185674708
quiet,120,JJ,JJ,61,98.58558446180977
third,120,JJ,JJ,63,98.88571579242638
swift,120,JJ,JJ,63,98.88571579242638
political,119,JJ,JJ,21,66.24611777928641
aware,119,JJ,JJ,65,99.09423204584684
material,119,NN,NN,36,85.57090050403167
trouble,119,NN,NN,59,98.19083322102193
heavy,119,JJ,JJ,68,99.24135006733621
remote,118,JJ,JJ,65,99.09423204584684
dim,118,NN,NN,68,99.24135006733621
multitude,118,NN,NN,48,94.17273403999107
lord,118,NNP,NN,40,88.99865460001097
moving,118,VBG,VB,69,99.24753021455328
afterwards,118,NNS,NN,63,98.88571579242638
follow,118,VB,VB,54,96.76837571710507
touch,118,NN,NN,71,99.19746116718977
shouted,118,VBD,VB,64,99.00124543280874
faced,117,VBD,VB,60,98.40023185674708
guns,117,NNS,NN,31,80.3736426345236
moreau,117,NNP,NN,16,56.75031135820219
escape,116,NN,NN,56,97.41421411848182
buildings,116,NNS,NN,39,88.19819739999014
getting,116,VBG,VB,63,98.88571579242638
having,116,VBG,VB,60,98.40023185674708
atomic,116,JJ,JJ,5,26.124831825001372
moved,116,VBD,VB,68,99.24135006733621
reached,116,VBD,VB,68,99.24135006733621
low,116,JJ,JJ,64,99.00124543280874
entirely,116,RB,RB,47,93.63836358586997
broad,116,JJ,JJ,66,99.16502247492609
appearance,115,NN,NN,64,99.00124543280874
mine,115,NN,NN,55,97.10441104996373
east,115,NN,NN,43,91.18707732297815
floor,115,NN,NN,60,98.40023185674708
pass,115,VB,VB,45,92.47686136010829
yards,115,NNS,NN,60,98.40023185674708
windows,115,NNS,NN,58,97.95698095608374
affairs,115,NNS,NN,45,92.47686136010829
lying,114,VBG,VB,63,98.88571579242638
larger,114,JJR,JJ,56,97.41421411848182
motor,113,NN,NN,25,72.5759567528228
garden,113,NN,NN,40,88.99865460001097
forth,113,JJ,JJ,62,98.74728526904721
future,113,NN,NN,36,85.57090050403167
shadow,113,NN,NN,54,96.76837571710507
fleet,113,NN,NN,18,60.785450252015835
meant,112,VBD,VB,57,97.69825340620501
north,112,JJ,JJ,46,93.07329517620869
youre,112,NN,NN,44,91.84836501501493
figures,112,NNS,NN,63,98.88571579242638
hat,112,NN,NN,48,94.17273403999107
town,112,NN,NN,40,88.99865460001097
confusion,112,NN,NN,64,99.00124543280874
various,111,JJ,JJ,43,91.18707732297815
fresh,111,JJ,JJ,61,98.58558446180977
hesitated,111,VBD,VB,69,99.24753021455328
clothes,111,NNS,NN,54,96.76837571710507
spite,111,NN,NN,67,99.2139530518009
moral,110,JJ,JJ,29,77.97849047804188
difference,110,NN,NN,38,87.36074396487395
person,110,NN,NN,49,94.677046172849
battle,110,NN,NN,28,76.70710705924091
progress,110,NN,NN,39,88.19819739999014
true,110,JJ,JJ,39,88.19819739999014
laws,110,NNS,NN,25,72.5759567528228
roads,110,NNS,NN,39,88.19819739999014
airships,110,NNS,NN,10,42.249663650002745
started,110,VBD,VB,69,99.24753021455328
dog,110,NN,NN,39,88.19819739999014
return,110,NN,NN,63,98.88571579242638
sent,110,VBD,VB,58,97.95698095608374
group,110,NN,NN,54,96.76837571710507
marion,110,NNP,NN,6,29.77159175499888
thrust,110,NN,NN,67,99.2139530518009
drove,110,VBD,VB,55,97.10441104996373
stars,109,NN,NN,50,95.15191350564561
secret,109,JJ,JJ,47,93.63836358586997
flung,109,NN,NN,69,99.24753021455328
note,109,NN,NN,51,95.5979250137232
die,109,VB,VB,46,93.07329517620869
gas,109,NN,NN,32,81.50062271640438
possibilities,109,NNS,NN,36,85.57090050403167
selenites,109,NNP,NN,15,54.600057964186774
inn,109,NN,NN,30,79.20011592837355
boy,108,NN,NN,39,88.19819739999014
instead,108,RB,RB,52,96.01564657082031
ask,108,VB,VB,55,97.10441104996373
building,108,NN,NN,44,91.84836501501493
wasnt,108,VBZ,VB,43,91.18707732297815
died,108,VBD,VB,53,96.40562228219518
stop,108,VB,VB,61,98.58558446180977
meet,108,VB,VB,53,96.40562228219518
heads,108,NNS,NN,62,98.74728526904721
fro,108,VB,VB,60,98.40023185674708
odd,108,JJ,JJ,61,98.58558446180977
wont,108,VBP,VB,50,95.15191350564561
force,107,NN,NN,47,93.63836358586997
kurt,107,NNP,NN,7,33.17677676481023
bring,107,VB,VB,57,97.69825340620501
heat,107,NN,NN,50,95.15191350564561
dawn,107,NN,NN,53,96.40562228219518
thoughts,107,NNS,NN,53,96.40562228219518
drink,107,NN,NN,45,92.47686136010829
taking,106,VBG,VB,59,98.19083322102193
realise,106,VB,VB,48,94.17273403999107
absolutely,106,RB,RB,58,97.95698095608374
metal,106,NN,NN,54,96.76837571710507
goes,106,VBZ,VB,44,91.84836501501493
returned,105,VBD,VB,68,99.24135006733621
narrow,105,JJ,JJ,53,96.40562228219518
peculiar,105,JJ,JJ,58,97.95698095608374
call,105,VB,VB,52,96.01564657082031
news,105,NN,NN,41,89.76304066605168
led,105,VBD,VB,60,98.40023185674708
british,105,JJ,JJ,32,81.50062271640438
later,104,RB,RB,56,97.41421411848182
stage,104,NN,NN,42,90.49223555857282
ruins,104,NNS,NN,37,86.48532048757143
paris,104,NNP,NN,33,82.58251123746305
greater,104,JJR,JJ,46,93.07329517620869
river,104,NN,NN,33,82.58251123746305
chair,104,NN,NN,49,94.677046172849
clean,104,JJ,JJ,47,93.63836358586997
barnet,104,NNP,NN,6,29.77159175499888
difficult,104,JJ,JJ,50,95.15191350564561
control,104,NN,NN,27,75.38418785855254
animal,104,NN,NN,48,94.17273403999107
double,103,JJ,JJ,24,71.08636701999552
civilisation,103,NN,NN,32,81.50062271640438
level,103,NN,NN,49,94.677046172849
dull,103,JJ,JJ,47,93.63836358586997
car,103,NN,NN,19,62.680371982436974
visible,103,JJ,JJ,61,98.58558446180977
account,103,NN,NN,58,97.95698095608374
destruction,103,NN,NN,30,79.20011592837355
lines,103,NNS,NN,45,92.47686136010829
lives,102,NNS,NN,41,89.76304066605168
rushed,102,VBD,VB,54,96.76837571710507
intellectual,102,JJ,JJ,35,84.61640050299346
substance,102,NN,NN,45,92.47686136010829
spread,102,NN,NN,54,96.76837571710507
lie,102,VB,VB,37,86.48532048757143
picture,102,NN,NN,49,94.677046172849
saying,102,VBG,VB,50,95.15191350564561
mountain,102,NN,NN,17,58.81033751683405
latter,101,JJ,JJ,48,94.17273403999107
girl,101,NN,NN,38,87.36074396487395
impression,101,NN,NN,65,99.09423204584684
pain,101,NN,NN,44,91.84836501501493
minds,101,NNS,NN,46,93.07329517620869
questions,101,NNS,NN,59,98.19083322102193
pause,101,NN,NN,53,96.40562228219518
immense,101,JJ,JJ,38,87.36074396487395
try,100,VB,VB,46,93.07329517620869
community,100,NN,NN,17,58.81033751683405
sorts,100,NNS,NN,34,83.6206750336681
upper,100,JJ,JJ,52,96.01564657082031
aeroplanes,100,NNS,NN,22,67.92418250750747
busy,100,JJ,JJ,53,96.40562228219518
economic,100,JJ,JJ,19,62.680371982436974
voices,100,NNS,NN,56,97.41421411848182
ship,99,NN,NN,29,77.97849047804188
repeated,99,VBD,VB,61,98.58558446180977
alive,99,JJ,JJ,55,97.10441104996373
attempt,99,NN,NN,56,97.41421411848182
existence,99,NN,NN,41,89.76304066605168
masses,99,NNS,NN,51,95.5979250137232
legs,99,NNS,NN,60,98.40023185674708
glanced,99,VBD,VB,52,96.01564657082031
broke,99,VBD,VB,58,97.95698095608374
beach,98,NN,NN,26,74.00782328541015
wild,98,JJ,JJ,55,97.10441104996373
regard,98,VB,VB,34,83.6206750336681
swiftly,98,RB,RB,60,98.40023185674708
crowded,98,VBN,VB,47,93.63836358586997
village,98,NN,NN,40,88.99865460001097
fallen,98,VBN,VB,53,96.40562228219518
closed,97,VBD,VB,67,99.2139530518009
whom,97,WP,WP,50,95.15191350564561
beatrice,97,NNP,NN,7,33.17677676481023
brain,97,NN,NN,42,90.49223555857282
intelligence,97,NN,NN,43,91.18707732297815
falling,97,VBG,VB,56,97.41421411848182
child,97,NN,NN,39,88.19819739999014
flight,97,NN,NN,49,94.677046172849
difficulty,97,NN,NN,60,98.40023185674708
knows,97,VBZ,VB,45,92.47686136010829
airship,97,NN,NN,10,42.249663650002745
dressed,96,VBN,VB,45,92.47686136010829
fashion,96,NN,NN,47,93.63836358586997
apparatus,96,NN,NN,38,87.36074396487395
dear,96,JJ,JJ,39,88.19819739999014
anyhow,96,NN,NN,47,93.63836358586997
smallways,96,NNP,NN,10,42.249663650002745
square,96,NN,NN,44,91.84836501501493
merely,96,RB,RB,44,91.84836501501493
company,96,NN,NN,45,92.47686136010829
answered,96,VBD,VB,59,98.19083322102193
soul,95,NN,NN,50,95.15191350564561
passing,95,VBG,VB,54,96.76837571710507
thick,95,JJ,JJ,59,98.19083322102193
education,95,NN,NN,26,74.00782328541015
hit,95,VBD,VB,45,92.47686136010829
covered,95,VBN,VB,61,98.58558446180977
minimum,95,JJ,JJ,14,52.353553529620456
id,95,NNP,NN,40,88.99865460001097
snow,95,NN,NN,37,86.48532048757143
turning,94,VBG,VB,57,97.69825340620501
worked,94,VBD,VB,44,91.84836501501493
pretty,94,RB,RB,49,94.677046172849
explain,94,VB,VB,53,96.40562228219518
discovered,94,VBD,VB,57,97.69825340620501
eh,94,NN,NN,36,85.57090050403167
bad,94,JJ,JJ,34,83.6206750336681
purpose,94,NN,NN,32,81.50062271640438
range,93,NN,NN,32,81.50062271640438
swept,93,VBD,VB,47,93.63836358586997
station,93,NN,NN,42,90.49223555857282
touched,93,VBD,VB,58,97.95698095608374
care,93,NN,NN,41,89.76304066605168
ready,93,JJ,JJ,54,96.76837571710507
centre,93,NN,NN,52,96.01564657082031
easy,93,JJ,JJ,52,96.01564657082031
colour,93,NN,NN,52,96.01564657082031
stranger,92,NN,NN,24,71.08636701999552
regarded,92,VBD,VB,45,92.47686136010829
particular,92,JJ,JJ,40,88.99865460001097
watch,92,VB,VB,49,94.677046172849
park,92,NNP,NN,26,74.00782328541015
noise,92,NN,NN,60,98.40023185674708
discovery,92,NN,NN,41,89.76304066605168
ears,92,NN,NN,58,97.95698095608374
gun,92,NN,NN,32,81.50062271640438
experience,92,NN,NN,44,91.84836501501493
needs,92,NNS,NN,35,84.61640050299346
unless,92,IN,IN,43,91.18707732297815
earthly,92,JJ,JJ,27,75.38418785855254
atmosphere,92,NN,NN,47,93.63836358586997
complete,92,JJ,JJ,44,91.84836501501493
steps,92,NNS,NN,42,90.49223555857282
wife,92,NN,NN,35,84.61640050299346
distance,92,NN,NN,53,96.40562228219518
dust,92,NN,NN,39,88.19819739999014
beauty,91,NN,NN,37,86.48532048757143
familiar,91,JJ,JJ,54,96.76837571710507
sounds,91,NNS,NN,49,94.677046172849
evil,91,JJ,JJ,37,86.48532048757143
straight,91,JJ,JJ,54,96.76837571710507
surely,91,RB,RB,48,94.17273403999107
america,90,NNP,NN,29,77.97849047804188
clouds,90,NN,NN,31,80.3736426345236
tumult,90,NN,NN,54,96.76837571710507
engine,90,NN,NN,29,77.97849047804188
couple,90,NN,NN,54,96.76837571710507
rich,90,JJ,JJ,38,87.36074396487395
reach,90,VB,VB,46,93.07329517620869
train,90,NN,NN,37,86.48532048757143
burning,90,NN,NN,46,93.07329517620869
lived,90,VBD,VB,41,89.76304066605168
horse,90,NN,NN,36,85.57090050403167
language,90,NN,NN,28,76.70710705924091
problem,90,NN,NN,36,85.57090050403167
wish,90,NN,NN,53,96.40562228219518
police,89,NN,NN,32,81.50062271640438
phase,89,NN,NN,30,79.20011592837355
wrong,89,JJ,JJ,44,91.84836501501493
sure,89,JJ,JJ,51,95.5979250137232
special,89,JJ,JJ,33,82.58251123746305
condition,89,NN,NN,38,87.36074396487395
eat,89,VB,VB,43,91.18707732297815
minutes,89,NNS,NN,57,97.69825340620501
lot,89,NN,NN,37,86.48532048757143
former,89,JJ,JJ,44,91.84836501501493
learn,88,VB,VB,42,90.49223555857282
dreams,88,NNS,NN,44,91.84836501501493
balloon,88,NN,NN,15,54.600057964186774
study,88,NN,NN,36,85.57090050403167
couldnt,88,VBP,VB,34,83.6206750336681
church,88,NN,NN,37,86.48532048757143
fellow,88,JJ,JJ,48,94.17273403999107
tone,88,NN,NN,51,95.5979250137232
pointed,88,VBD,VB,54,96.76837571710507
whats,88,NN,NN,47,93.63836358586997
affair,88,NN,NN,38,87.36074396487395
decided,88,VBD,VB,43,91.18707732297815
mountains,88,NNS,NN,20,64.49932730000549
remarkable,88,JJ,JJ,45,92.47686136010829
strength,87,NN,NN,59,98.19083322102193
youll,87,NN,NN,43,91.18707732297815
perfect,87,JJ,JJ,35,84.61640050299346
movements,87,NNS,NN,61,98.58558446180977
iron,87,NN,NN,37,86.48532048757143
greatly,87,RB,RB,50,95.15191350564561
often,87,RB,RB,41,89.76304066605168
rush,87,NN,NN,49,94.677046172849
twilight,87,NN,NN,46,93.07329517620869
bodies,86,NNS,NN,48,94.17273403999107
art,86,NN,NN,32,81.50062271640438
rapidly,86,RB,RB,47,93.63836358586997
following,86,VBG,VB,50,95.15191350564561
spent,86,VBD,VB,50,95.15191350564561
nose,86,NN,NN,47,93.63836358586997
presence,86,NN,NN,50,95.15191350564561
e,86,POS,PO,16,56.75031135820219
infinite,86,JJ,JJ,47,93.63836358586997
extraordinary,86,JJ,JJ,60,98.40023185674708
scheme,85,NN,NN,34,83.6206750336681
papers,85,NNS,NN,32,81.50062271640438
step,85,NN,NN,44,91.84836501501493
series,85,NN,NN,42,90.49223555857282
learnt,85,VBP,VB,36,85.57090050403167
week,85,NN,NN,38,87.36074396487395
considerable,85,JJ,JJ,48,94.17273403999107
box,85,NN,NN,42,90.49223555857282
silly,85,JJ,JJ,41,89.76304066605168
york,85,NNP,NN,16,56.75031135820219
value,85,NN,NN,26,74.00782328541015
sought,85,VBD,VB,38,87.36074396487395
cities,85,NNS,NN,35,84.61640050299346
bladesover,84,NNP,NN,11,44.96209125375373
plain,84,NN,NN,43,91.18707732297815
boat,84,NN,NN,31,80.3736426345236
wood,84,NN,NN,40,88.99865460001097
butteridge,84,NNP,NN,9,39.39272512600792
therefore,84,NN,NN,33,82.58251123746305
shut,84,VBD,VB,47,93.63836358586997
dress,84,NN,NN,35,84.61640050299346
waste,84,NN,NN,43,91.18707732297815
enterprise,84,NN,NN,32,81.50062271640438
danger,83,NN,NN,47,93.63836358586997
distant,83,JJ,JJ,47,93.63836358586997
late,83,JJ,JJ,49,94.677046172849
loose,83,JJ,JJ,55,97.10441104996373
thirty,83,JJ,JJ,45,92.47686136010829
shadows,82,NNS,NN,48,94.17273403999107
grubb,82,NNP,NN,8,36.37515567910109
shining,82,VBG,VB,55,97.10441104996373
understood,82,VBD,VB,51,95.5979250137232
warm,82,JJ,JJ,46,93.07329517620869
grahams,82,NNP,NN,21,66.24611777928641
rooms,81,NNS,NN,38,87.36074396487395
seat,81,NN,NN,35,84.61640050299346
everyone,81,NN,NN,29,77.97849047804188
terror,81,NN,NN,55,97.10441104996373
showed,81,VBD,VB,52,96.01564657082031
forms,81,NNS,NN,41,89.76304066605168
surprise,81,NN,NN,50,95.15191350564561
cases,81,NNS,NN,37,86.48532048757143
eastward,81,NN,NN,39,88.19819739999014
practical,81,JJ,JJ,35,84.61640050299346
glare,81,NN,NN,42,90.49223555857282
process,80,NN,NN,32,81.50062271640438
soft,80,JJ,JJ,47,93.63836358586997
westward,80,NN,NN,38,87.36074396487395
possibility,80,NN,NN,35,84.61640050299346
species,80,NNS,NN,21,66.24611777928641
terms,80,NNS,NN,25,72.5759567528228
poietic,80,JJ,JJ,2,13.093788919775273
pale,80,JJ,JJ,54,96.76837571710507
school,80,NN,NN,31,80.3736426345236
cloud,80,NN,NN,39,88.19819739999014
sleeper,80,NNP,NN,19,62.680371982436974
overhead,80,NN,NN,43,91.18707732297815
ships,80,NNS,NN,28,76.70710705924091
evidently,80,RB,RB,51,95.5979250137232
raised,80,VBD,VB,51,95.5979250137232
aeroplane,80,NN,NN,19,62.680371982436974
tall,80,JJ,JJ,47,93.63836358586997
youve,80,NN,NN,37,86.48532048757143
fair,80,JJ,JJ,41,89.76304066605168
martian,79,NNP,NN,18,60.785450252015835
doors,79,NNS,NN,40,88.99865460001097
confidence,79,NN,NN,45,92.47686136010829
path,79,NN,NN,41,89.76304066605168
vision,79,NN,NN,34,83.6206750336681
afraid,79,JJ,JJ,48,94.17273403999107
excitement,78,NN,NN,48,94.17273403999107
friend,78,NN,NN,27,75.38418785855254
killed,78,VBN,VB,38,87.36074396487395
utopians,78,NNPS,NN,9,39.39272512600792
fancy,78,NN,NN,46,93.07329517620869
pleasant,78,JJ,JJ,36,85.57090050403167
start,78,NN,NN,50,95.15191350564561
captain,78,NN,NN,19,62.680371982436974
intelligent,78,JJ,JJ,34,83.6206750336681
gathered,78,VBN,VB,46,93.07329517620869
recall,78,VB,VB,41,89.76304066605168
practically,77,RB,RB,37,86.48532048757143
expected,77,VBN,VB,54,96.76837571710507
powers,77,NNS,NN,32,81.50062271640438
pulled,77,VBD,VB,57,97.69825340620501
dirty,77,JJ,JJ,40,88.99865460001097
footnote,77,NNP,NN,9,39.39272512600792
completely,76,RB,RB,44,91.84836501501493
machinery,76,NN,NN,34,83.6206750336681
field,76,NN,NN,41,89.76304066605168
terrestrial,76,JJ,JJ,29,77.97849047804188
railway,76,NN,NN,38,87.36074396487395
essential,76,JJ,JJ,33,82.58251123746305
forgotten,76,VBN,VB,40,88.99865460001097
occurred,76,VBD,VB,55,97.10441104996373
lips,75,NNS,NN,46,93.07329517620869
breath,75,NN,NN,49,94.677046172849
gathering,75,NN,NN,34,83.6206750336681
wait,75,VB,VB,43,91.18707732297815
struggled,75,VBD,VB,46,93.07329517620869
throughout,75,IN,IN,31,80.3736426345236
headlong,75,RB,RB,48,94.17273403999107
quarter,75,NN,NN,45,92.47686136010829
shoulders,75,NN,NN,51,95.5979250137232
flat,75,JJ,JJ,41,89.76304066605168
stone,75,NN,NN,39,88.19819739999014
happy,75,JJ,JJ,41,89.76304066605168
waiting,75,VBG,VB,49,94.677046172849
neck,75,NN,NN,48,94.17273403999107
speaking,74,NN,NN,45,92.47686136010829
grave,74,NN,NN,38,87.36074396487395
sit,74,VB,VB,41,89.76304066605168
truth,74,NN,NN,40,88.99865460001097
played,74,VBD,VB,36,85.57090050403167
filled,74,VBD,VB,48,94.17273403999107
top,74,NN,NN,50,95.15191350564561
office,74,NN,NN,24,71.08636701999552
carry,74,VB,VB,39,88.19819739999014
distinctly,74,RB,RB,44,91.84836501501493
walk,74,VB,VB,43,91.18707732297815
forthwith,74,NN,NN,54,96.76837571710507
service,74,NN,NN,39,88.19819739999014
bearing,74,NN,NN,40,88.99865460001097
gigantic,74,JJ,JJ,39,88.19819739999014
forget,74,VB,VB,38,87.36074396487395
scattered,74,JJ,JJ,49,94.677046172849
crest,74,NN,NN,35,84.61640050299346
aspect,74,NN,NN,38,87.36074396487395
holding,74,VBG,VB,47,93.63836358586997
parts,74,NNS,NN,38,87.36074396487395
kill,73,VB,VB,35,84.61640050299346
bungay,73,NNP,NN,11,44.96209125375373
pleasure,73,NN,NN,35,84.61640050299346
wore,73,VBD,VB,46,93.07329517620869
absolute,73,JJ,JJ,34,83.6206750336681
moments,73,NNS,NN,40,88.99865460001097
hotel,73,NN,NN,23,69.53664758810434
training,73,NN,NN,21,66.24611777928641
move,73,VB,VB,49,94.677046172849
secure,73,VB,VB,32,81.50062271640438
walking,73,VBG,VB,54,96.76837571710507
amount,73,NN,NN,28,76.70710705924091
evident,73,JJ,JJ,45,92.47686136010829
cover,73,NN,NN,41,89.76304066605168
heaven,73,NNP,NN,43,91.18707732297815
discussion,73,NN,NN,27,75.38418785855254
pocket,73,NN,NN,39,88.19819739999014
speech,73,NN,NN,35,84.61640050299346
active,73,JJ,JJ,39,88.19819739999014
tono,73,NNP,NN,11,44.96209125375373
bushes,72,NNS,NN,30,79.20011592837355
states,72,NNP,NN,24,71.08636701999552
rock,72,NN,NN,29,77.97849047804188
main,72,JJ,JJ,36,85.57090050403167
everybody,72,NN,NN,28,76.70710705924091
pink,72,NN,NN,38,87.36074396487395
immediately,72,RB,RB,53,96.40562228219518
pestovitch,72,NNP,NN,1,7.546894459887636
vivid,72,JJ,JJ,48,94.17273403999107
somewhere,72,RB,RB,44,91.84836501501493
walls,72,NNS,NN,47,93.63836358586997
bank,72,NN,NN,34,83.6206750336681
lifted,72,VBD,VB,46,93.07329517620869
activity,72,NN,NN,31,80.3736426345236
conversation,72,NN,NN,37,86.48532048757143
respect,72,NN,NN,29,77.97849047804188
teeth,71,NN,NN,46,93.07329517620869
peace,71,NN,NN,36,85.57090050403167
individuals,71,NNS,NN,14,52.353553529620456
horses,71,NNS,NN,34,83.6206750336681
wimblehurst,71,NNP,NN,10,42.249663650002745
flash,71,NN,NN,47,93.63836358586997
notes,71,NNS,NN,28,76.70710705924091
points,71,NNS,NN,46,93.07329517620869
becomes,71,VBZ,VB,22,67.92418250750747
seven,71,CD,CD,45,92.47686136010829
weve,71,NN,NN,28,76.70710705924091
dogs,71,NN,NN,30,79.20011592837355
trade,71,NN,NN,26,74.00782328541015
situation,71,NN,NN,37,86.48532048757143
mark,71,NN,NN,31,80.3736426345236
complex,70,JJ,JJ,34,83.6206750336681
immediate,70,JJ,JJ,38,87.36074396487395
instant,70,NN,NN,39,88.19819739999014
developed,70,VBN,VB,35,84.61640050299346
research,70,NN,NN,23,69.53664758810434
entered,70,VBD,VB,45,92.47686136010829
theyre,70,NNP,NN,32,81.50062271640438
