book_id,chap_id,0,1,2,3,4,5
35,1,0.11447845995921824,0.019887452412072563,0.07627852173350293,-0.00417907322461252,-0.007516297647846708,0.08383492935483569
35,2,0.20937607786838136,0.0028635126401142658,0.019854801637269236,-0.12178775172579442,-0.1038102756856181,0.0305102688443677
35,3,0.256711379886324,0.13051625450374635,-0.011567748584296347,-0.0462129950076116,-0.10407112468865232,-0.014529268277046975
35,4,0.27756970813685256,-0.027476878449927827,0.1098230967078828,-0.23407209365460074,-0.09831780330817232,-0.01734387223440712
35,5,0.2671894267724078,-0.03618034498340283,0.06228460887308056,-0.17983715270431122,-0.06034246037850553,0.017958645833798713
35,6,0.1611722973759019,-0.03265407752366868,0.059471368359325344,-0.07434513586811167,0.10386544551067757,0.08064702163012055
35,7,0.3089950151182093,-0.021252285903059942,0.09509103171012745,-0.17711424709032553,-0.03405440735194783,-0.005617631053672731
35,8,0.3148402810724887,-0.07831716331552933,0.035605335552996366,-0.031668144119990194,0.23873423235524097,-0.177554635742127
35,9,0.25390717848052047,-0.05211796028184845,0.060257305327482025,-0.15652171344569943,0.022649760080687326,-0.0911488534842435
35,10,0.26602171838766686,-0.04965962691875787,0.09085239720414814,-0.09569745800620764,0.13900679158496276,-0.06270783038349487
35,11,0.2094881613570432,-0.03979052968643681,0.04226015148320811,-0.13414119441888353,0.0064569019960574415,-0.029879003248821045
35,12,0.20149015911668727,-0.032607085420732644,-0.01035343364894664,-0.23188603275672492,0.01663382922301344,-0.09228020672295537
35,13,0.1691048364812241,-0.020043939126210115,0.041762794618997984,-0.13422535958031248,-0.014074171755110238,0.03155308892766393
35,14,0.15847450488903359,-0.03207005594209391,0.18600396414038467,-0.23219663994082335,-0.10092133723372829,-0.02667851250784877
35,15,0.229002224988546,0.0028049524518792453,-0.039082110513563764,-0.010727634253861622,-0.06927547149158025,-0.07756977349497626
35,16,0.29918199619026287,0.008387999598654702,-0.041940661256697535,-0.07433099978491742,-0.17054676522060572,0.001827528159045919
35,17,0.11437593847644385,0.008925144995837249,0.04153374212166176,-0.08909521712253336,-0.07074319371093617,0.01957737493892734
36,1,0.1475789495050046,-0.02372236793576395,0.18130235947186368,-0.09265166715436221,-0.007992963753555904,0.055326661094000085
36,2,0.1322488212048745,0.012483490884390741,0.038203125902105714,-0.1997639132248464,-0.0906043441640916,0.030021831373748635
36,3,0.18158989479825224,0.006209407222823274,-0.008932173640211042,-0.16135476634137744,-0.05040077336070891,0.07745400630174111
36,4,0.2393045582816118,0.0008297758878526365,0.036974336839285964,-0.260935713170084,-0.12884846038456665,0.011350018700743673
36,5,0.23011858935394267,-0.009989588333264923,0.06187181977074169,-0.2861895404089637,-0.10960482686012385,-0.007170106605821884
36,6,0.1656554601013683,0.015073041311338325,-0.00039959841737009175,-0.14424525937148688,-0.05300101425588345,0.0771220358581631
36,7,0.25706807052925623,-0.032297704899229986,0.05183855570785936,-0.03611201957918389,0.0582101424820797,-0.0322469616950105
36,8,0.20220242726682433,0.006012286208595299,0.03221463046171476,-0.11005797150861701,-0.011082166903590015,0.0642572523042391
36,9,0.2396372185671769,0.006832329767973115,-0.05226481076364782,-0.18871500352049358,-0.009225086287494775,-0.019708243008838004
36,10,0.24861490391915173,-0.021870987805407,-0.017706225558335613,-0.28452993241982366,-0.07200214123786336,-0.04639147782925709
36,11,0.256079119260643,-0.015218889126424745,-0.01591624229211948,-0.23777411715883398,-0.10168234929854257,-0.004807403224286911
36,12,0.20327057372853763,0.0026354078534910064,-0.02173707498127637,-0.2770299497877462,-0.0659416671393633,-0.06276889162479694
36,13,0.18012790167670797,-0.03271619907115863,0.03265631915045487,-0.17615968193508605,-0.04226502757905293,-0.012771780523958963
36,14,0.2822052082209183,-0.013013091173321924,-0.042026102660953295,-0.14142894806992548,-0.07875372870898792,-0.011669226744360581
36,15,0.13998718162589027,0.008791403742013815,0.022906083829737276,-0.21861185485260554,-0.05891189048914308,0.00510203595487085
36,16,0.3360136252584633,-0.02116651509594496,-0.06301531921814923,-0.16200632072864157,0.003858788635200003,-0.12093158127551358
36,17,0.1484146936799556,-0.049160856433235624,-0.007383776628788834,-0.09656824883619326,0.06647688301056308,-0.29270311343557126
36,18,0.2708198841724928,-0.05485448777036336,-0.029300938562384724,-0.28736208326999874,-0.08874181654946921,-0.022952672975946727
36,19,0.1510575711284556,-0.05758090021678448,0.1676815361725882,-0.15631582835504293,-0.022985705901325225,0.08870794352913652
36,20,0.22713191816538744,-0.019412087775071363,0.06660478732418006,-0.20460785934804968,-0.09882371296316546,0.022810192073427486
36,21,0.24230908026249912,-0.03281624191464741,-0.0023429185178536847,-0.19415022007195548,-0.20334162843337134,-0.014589290222351564
36,22,0.16737319211937698,-0.00552298401394688,0.005781034435426911,-0.23179318796335996,-0.13805394378884717,0.00043714262242945234
36,23,0.11231233384018799,-0.010993621572264054,-0.002627651826765197,-0.22536439302997566,-0.036677581108926945,0.022406048607911386
36,24,0.3442196413349951,-0.006289583423292427,-0.020860098189286254,-0.14016197283355958,0.02748820629021011,-0.05519071432474179
